country,project,id,year,month,date,site,treatment,plot_id,functional_group,family,name_2020,genus,species,individual_nr,plant_height_cm,nr_leaves,bulk,wet_mass_total_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,dry_mass_total_g,number_leaves_scan,leaf_area_total_cm2,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc,leaf_thickness_ave_mm,area_flag,dry_flag,wet_flag
PE,Puna,FNR1739,2019,April,2019-04-19,TRE,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,35.5,1,NA,0.052,0.303,0.298,0.3,0.024,1,1.8862,0.052,0.024,1.8862,78.59166666666667,0.46153846153846156,0.30033333333333334,NA,NA,NA
PE,Puna,FNS4599,2019,April,2019-04-19,TRE,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,45,1,NA,0.051,0.355,0.35,0.367,0.024,1,1.7862,0.051,0.024,1.7862,74.425,0.4705882352941177,0.35733333333333334,NA,NA,NA
PE,Puna,FNU6996,2019,April,2019-04-16,WAY,B,2,Forb,Orchidaceae,Gomphichis valida,Gomphichis,valida,3,8.5,1,NA,0.376,0.481,0.5,0.483,0.051,1,6.189,0.376,0.051,6.189,121.3529411764706,0.1356382978723404,0.488,NA,NA,NA
PE,Puna,FNV4010,2019,April,2019-04-16,WAY,B,2,Forb,Orchidaceae,Pterichis sp1,Pterichis,sp1,2,16,1,NA,0.111,0.302,0.311,0.287,0.016,1,2.8092,0.111,0.016,2.8092,175.57500000000002,0.14414414414414414,0.3,NA,NA,NA
PE,Puna,FNW4611,2019,April,2019-04-16,WAY,B,2,Forb,Orchidaceae,Pterichis sp1,Pterichis,sp1,1,19,1,NA,0.608,0.541,0.582,0.588,0.086,1,10.6401,0.608,0.086,10.6401,123.72209302325582,0.14144736842105263,0.5703333333333334,NA,NA,NA
PE,Puna,FNX5386,2019,April,2019-04-16,WAY,B,2,Forb,Orchidaceae,Pterichis sp1,Pterichis,sp1,3,19,1,NA,0.895,0.54,0.587,0.516,0.173,1,14.2734,0.895,0.173,14.2734,82.505202312138735,0.19329608938547485,0.5476666666666666,NA,NA,NA
PE,Puna,FNY4643,2019,April,2019-04-16,WAY,B,2,Forb,Orchidaceae,Gomphichis valida,Gomphichis,valida,5,8,1,NA,0.311,0.42,0.488,0.458,0.042,1,6.3646,0.311,0.042,6.3646,151.53809523809522,0.13504823151125403,0.4553333333333333,NA,NA,NA
PE,Puna,FNZ1509,2019,April,2019-04-16,WAY,B,2,Forb,Orchidaceae,Gomphichis valida,Gomphichis,valida,4,12,1,NA,0.377,0.525,0.526,0.479,0.053,1,7.6084,0.377,0.053,7.6084,143.55471698113206,0.14058355437665782,0.51,NA,NA,NA
PE,Puna,FOB2510,2019,April,2019-04-16,WAY,B,5,Forb,Asteraceae,Senecio burkartii,Senecio,burkartii,5,33,1,NA,0.599,0.367,0.365,0.39,0.203,1,12.844,0.599,0.203,12.844,63.270935960591125,0.33889816360601005,0.374,NA,NA,NA
PE,Puna,FOC5838,2019,April,2019-04-16,WAY,B,5,Forb,Asteraceae,Senecio burkartii,Senecio,burkartii,3,37,1,NA,1.036,0.546,0.574,0.506,0.31,1,20.9442,1.036,0.31,20.9442,67.56193548387097,0.29922779922779924,0.542,NA,NA,NA
PE,Puna,FOD0428,2019,April,2019-04-16,WAY,B,5,Forb,Asteraceae,Senecio burkartii,Senecio,burkartii,2,70,1,NA,1.002,0.446,0.496,0.51,0.288,1,19.5213,1.002,0.288,19.5213,67.78229166666667,0.2874251497005988,0.484,NA,NA,NA
PE,Puna,FOE8194,2019,April,2019-04-16,WAY,B,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,3,16,1,NA,0.21,0.127,0.135,0.139,0.03,1,6.9137,0.21,0.03,6.9137,230.45666666666668,0.14285714285714285,0.13366666666666668,NA,NA,NA
PE,Puna,FOF6090,2019,April,2019-04-16,WAY,B,5,Forb,Asteraceae,Senecio burkartii,Senecio,burkartii,1,64,1,NA,1.348,0.406,0.461,0.408,0.423,1,27.363,1.348,0.423,27.363,64.68794326241135,0.3137982195845697,0.425,NA,NA,NA
PE,Puna,FOG7192,2019,April,2019-04-16,WAY,B,1,Forb,Asteraceae,Gnaphalium dombeyanum,Gnaphalium,dombeyanum,1,27,5,NA,0.131,0.143,0.139,0.22,0.041,5,5.2247,0.0262,0.0082,1.04494,127.43170731707316,0.31297709923664124,0.16733333333333333,NA,NA,NA
PE,Puna,FOI1836,2019,April,2019-04-16,WAY,B,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,2,15,1,NA,0.164,0.134,0.137,0.152,0.036,1,7.5178,0.164,0.036,7.5178,208.8277777777778,0.2195121951219512,0.14100000000000001,NA,NA,NA
PE,Puna,FOJ6482,2019,April,2019-04-16,WAY,B,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,1,13,1,NA,0.199,0.105,0.125,0.115,0.04,1,8.476,0.199,0.04,8.476,211.9,0.20100502512562812,0.115,NA,NA,NA
PE,Puna,FOK7136,2019,April,2019-04-16,WAY,B,3,Forb,Orchidaceae,Cyrtochilum mystacinum,Cyrtochilum,mystacinum,3,29,1,NA,1.82,0.457,0.489,0.518,0.186,1,33.5001,1.82,0.186,33.5001,180.10806451612905,0.1021978021978022,0.488,NA,NA,NA
PE,Puna,FOL6683,2019,April,2019-04-16,WAY,B,3,Forb,Orchidaceae,Cyrtochilum mystacinum,Cyrtochilum,mystacinum,1,16,1,NA,1.014,0.452,0.489,0.504,0.111,1,20.7257,1.014,0.111,20.7257,186.718018018018,0.10946745562130178,0.4816666666666667,NA,NA,NA
PE,Puna,FOM4825,2019,April,2019-04-16,WAY,B,3,Forb,Orchidaceae,Cyrtochilum mystacinum,Cyrtochilum,mystacinum,2,20,1,NA,1.733,0.545,0.551,0.493,0.187,1,23.2985,1.733,0.187,23.2985,124.5909090909091,0.10790536641661858,0.5296666666666667,NA,NA,NA
PE,Puna,FON2133,2019,April,2019-04-16,WAY,B,1,Forb,Asteraceae,Gnaphalium dombeyanum,Gnaphalium,dombeyanum,5,31,5,NA,0.204,0.196,0.178,0.22,0.054,5,6.2624,0.040799999999999996,0.0108,1.25248,115.97037037037036,0.26470588235294124,0.198,NA,NA,NA
PE,Puna,FPB7572,2019,April,2019-04-16,WAY,C,3,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,3,17,1,NA,0.103,0.258,0.26,0.29,0.039,1,6.9783,0.103,0.039,6.9783,178.93076923076924,0.3786407766990291,0.2693333333333333,NA,NA,NA
PE,Puna,FPI4548,2019,April,2019-04-16,WAY,C,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,5,41,6,NA,0.118,0.546,0.55,0.493,0.051,6,3.4363,0.019666666666666666,0.008499999999999999,0.5727166666666667,67.37843137254903,0.43220338983050843,0.5296666666666667,NA,NA,NA
PE,Puna,FQF6354,2019,April,2019-04-16,WAY,C,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,1,24,1,NA,0.281,0.495,0.427,0.525,0.136,1,8.792,0.281,0.136,8.792,64.6470588235294,0.48398576512455516,0.48233333333333334,NA,NA,NA
PE,Puna,FQG8441,2019,April,2019-04-16,WAY,C,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,2,60.5,1,NA,0.742,0.647,0.664,0.642,0.274,1,18.5854,0.742,0.274,18.5854,67.82992700729926,0.36927223719676555,0.651,NA,NA,NA
PE,Puna,FQH7063,2019,April,2019-04-18,WAY,C,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,2,29,6,NA,0.147,0.552,0.527,0.511,0.072,6,4.0866,0.024499999999999997,0.011999999999999999,0.6810999999999999,56.75833333333333,0.4897959183673469,0.53,NA,NA,NA
PE,Puna,FQI2043,2019,April,2019-04-16,WAY,C,5,Woody,Melastomataceae,Brachyotum grisebachii,Brachyotum,grisebachii,1,56,5,NA,0.081,0.222,0.29,0.213,0.041,5,2.5015,0.0162,0.0082,0.5003,61.01219512195121,0.5061728395061729,0.24166666666666667,NA,NA,NA
PE,Puna,FQK7650,2019,April,2019-04-16,WAY,C,5,Woody,Melastomataceae,Brachyotum grisebachii,Brachyotum,grisebachii,2,110,5,NA,0.114,0.302,0.241,0.297,0.053,5,3.1519,0.0228,0.0106,0.6303799999999999,59.46981132075471,0.4649122807017544,0.27999999999999997,NA,NA,NA
PE,Puna,FQM7372,2019,April,2019-04-16,WAY,C,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,4,35,1,NA,0.254,0.691,0.506,0.519,0.132,1,8.7557,0.254,0.132,8.7557,66.3310606060606,0.5196850393700787,0.572,NA,NA,NA
PE,Puna,FQN3978,2019,April,2019-04-16,WAY,C,3,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,2,21,1,NA,0.113,0.638,0.624,0.608,0.037,1,5.2007,0.113,0.037,5.2007,140.55945945945948,0.327433628318584,0.6233333333333333,NA,NA,NA
PE,Puna,FQO0059,2019,April,2019-04-16,WAY,C,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,1,54,6,NA,0.106,0.397,0.402,0.411,0.05,6,3.4457,0.017666666666666667,0.008333333333333333,0.5742833333333334,68.914,0.4716981132075471,0.4033333333333333,NA,NA,NA
PE,Puna,FQP5796,2019,April,2019-04-16,WAY,C,3,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,1,22,1,NA,0.097,0.197,0.211,0.222,0.043,1,6.4123,0.097,0.043,6.4123,149.1232558139535,0.4432989690721649,0.21,NA,NA,NA
PE,Puna,FQQ1539,2019,April,2019-04-16,WAY,C,3,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,5,17,1,NA,0.097,0.226,0.263,0.242,0.037,1,5.1725,0.097,0.037,5.1725,139.79729729729732,0.38144329896907214,0.24366666666666667,NA,NA,NA
PE,Puna,FQR1580,2019,April,2019-04-16,WAY,C,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,4,31,7,NA,0.075,0.601,0.534,0.585,0.037,7,2.7447,0.010714285714285714,0.005285714285714285,0.3921,74.18108108108109,0.4933333333333333,0.5733333333333334,NA,NA,NA
PE,Puna,FQT9991,2019,April,2019-04-16,WAY,C,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,3,29,6,NA,0.123,0.532,0.577,0.554,0.062,6,3.3973,0.0205,0.010333333333333333,0.5662166666666667,54.79516129032258,0.5040650406504065,0.5543333333333333,NA,NA,NA
PE,Puna,FQV0071,2019,April,2019-04-16,WAY,C,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,5,36,1,NA,0.403,0.845,0.832,0.833,0.157,1,10.6297,0.403,0.157,10.6297,67.70509554140128,0.3895781637717121,0.8366666666666667,NA,NA,NA
PE,Puna,FQX5226,2019,April,2019-04-16,WAY,C,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,2,35,7,NA,0.082,0.569,0.602,0.54,0.041,7,2.7682,0.011714285714285715,0.005857142857142858,0.3954571428571429,67.5170731707317,0.5,0.5703333333333334,NA,NA,NA
PE,Puna,FRH3508,2019,April,2019-04-11,PIL,C,2,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,2,60,1,NA,0.469,0.188,0.204,0.182,0.162,1,23.0997,0.469,0.162,23.0997,142.59074074074073,0.3454157782515992,0.19133333333333333,NA,NA,NA
PE,Puna,FRI7086,2019,April,2019-04-11,PIL,C,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,5,36,1,NA,0.228,0.233,0.221,0.236,0.117,1,10.3213,0.228,0.117,10.3213,88.21623931623932,0.5131578947368421,0.23,NA,NA,NA
PE,Puna,FRJ1851,2019,April,2019-04-11,PIL,C,5,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,4,33,1,NA,0.238,0.147,0.11,0.117,0.094,1,11.4398,0.238,0.094,11.4398,121.7,0.39495798319327735,0.12466666666666666,NA,NA,NA
PE,Puna,FRK2439,2019,April,2019-04-11,PIL,C,5,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,5,30,1,NA,0.283,0.195,0.214,0.131,0.123,1,12.0422,0.283,0.123,12.0422,97.90406504065041,0.4346289752650177,0.18,NA,NA,NA
PE,Puna,FRL4897,2019,April,2019-04-11,PIL,C,5,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,1,39.5,1,NA,0.288,0.187,0.155,0.145,0.107,1,13.9744,0.288,0.107,13.9744,130.60186915887851,0.3715277777777778,0.16233333333333333,NA,NA,NA
PE,Puna,FRM6261,2019,April,2019-04-11,PIL,C,5,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,3,36,1,NA,0.266,0.197,0.187,0.188,0.112,1,11.275,0.266,0.112,11.275,100.66964285714286,0.42105263157894735,0.19066666666666668,NA,NA,NA
PE,Puna,FRO2298,2019,April,2019-04-11,PIL,C,1,Forb,Caryophyllaceae,Cerastium arvense,Cerastium,arvense,3,13,NA,Bulk,0.088,0.222,0.2,0.221,0.017,12,5.0166,0.007333333333333333,0.0014166666666666668,0.41805000000000003,295.09411764705885,0.1931818181818182,0.21433333333333335,NA,NA,NA
PE,Puna,FRP3825,2019,April,2019-04-11,PIL,C,3,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum,huacsaro,1,26,1,NA,1.565,0.615,0.556,0.57,0.301,1,11.1403,1.565,0.301,11.1403,37.0109634551495,0.19233226837060702,0.5803333333333334,NA,NA,NA
PE,Puna,FRQ5981,2019,April,2019-04-11,PIL,C,1,Forb,Caryophyllaceae,Cerastium arvense,Cerastium,arvense,4,10,NA,Bulk,0.054,0.188,0.176,0.155,0.013,10,3.3059,0.0054,0.0013,0.33059,254.3,0.24074074074074073,0.173,NA,NA,NA
PE,Puna,FRR3721,2019,April,2019-04-11,PIL,C,1,Forb,Caryophyllaceae,Cerastium arvense,Cerastium,arvense,5,10,NA,Bulk,0.102,0.208,0.238,0.241,0.023,11,4.5499,0.009272727272727273,0.0020909090909090908,0.41362727272727273,197.8217391304348,0.22549019607843135,0.22899999999999998,NA,NA,NA
PE,Puna,FRS4090,2019,April,2019-04-11,PIL,C,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,4,31.5,1,NA,0.252,0.284,0.295,0.296,0.106,1,8.9221,0.252,0.106,8.9221,84.17075471698114,0.42063492063492064,0.29166666666666663,NA,NA,NA
PE,Puna,FRT4628,2019,April,2019-04-11,PIL,C,1,Forb,Caryophyllaceae,Cerastium arvense,Cerastium,arvense,2,13,NA,Bulk,0.062,0.169,0.192,0.132,0.013,11,3.3406,0.005636363636363636,0.0011818181818181817,0.30369090909090907,256.96923076923076,0.2096774193548387,0.16433333333333333,NA,NA,NA
PE,Puna,FRV7448,2019,April,2019-04-11,PIL,C,3,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum,huacsaro,3,18.5,1,NA,0.639,0.542,0.48,0.521,0.277,1,11.8778,0.639,0.277,11.8778,42.88014440433213,0.4334898278560251,0.5143333333333333,NA,NA,NA
PE,Puna,FRW7616,2019,April,2019-04-11,PIL,C,3,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum,huacsaro,2,17.5,1,NA,0.589,0.494,0.485,0.483,0.281,1,11.0391,0.589,0.281,11.0391,39.28505338078291,0.47707979626485575,0.48733333333333334,NA,NA,NA
PE,Puna,FRX3652,2019,April,2019-04-11,PIL,C,3,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum,huacsaro,4,16.5,1,NA,0.503,0.441,0.439,0.441,0.231,1,10.5911,0.503,0.231,10.5911,45.84891774891775,0.45924453280318095,0.44033333333333335,NA,NA,NA
PE,Puna,FRY2976,2019,April,2019-04-11,PIL,C,2,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,1,40,10,NA,0.174,0.455,0.507,0.485,0.089,10,4.802,0.0174,0.0089,0.48019999999999996,53.955056179775276,0.5114942528735632,0.48233333333333334,NA,NA,NA
PE,Puna,FRZ1741,2019,April,2019-04-11,PIL,C,4,Forb,Orchidaceae,Gomphichis valida,Gomphichis,valida,3,21,2,NA,1.715,0.485,0.55,0.657,0.268,2,29.8273,0.8575,0.134,14.91365,111.29589552238805,0.15626822157434403,0.5640000000000001,NA,NA,NA
PE,Puna,FSA6256,2019,April,2019-04-11,PIL,C,4,Forb,Orchidaceae,Gomphichis valida,Gomphichis,valida,1,19,2,NA,1.565,0.615,0.556,0.57,0.26,2,25.657,0.7825,0.13,12.8285,98.68076923076923,0.1661341853035144,0.5803333333333334,NA,NA,NA
PE,Puna,FSC6979,2019,April,2019-04-11,PIL,C,4,Forb,Orchidaceae,Gomphichis valida,Gomphichis,valida,2,12,2,NA,0.483,0.445,0.475,0.454,0.08,2,10.819,0.2415,0.04,5.4095,135.2375,0.16563146997929606,0.458,NA,NA,NA
PE,Puna,FSD7809,2019,April,2019-04-11,PIL,C,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,1,58,1,NA,0.886,0.283,0.208,0.305,0.428,1,32.8121,0.886,0.428,32.8121,76.66378504672898,0.48306997742663654,0.2653333333333333,NA,NA,NA
PE,Puna,FSE0325,2019,April,2019-04-11,PIL,C,2,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,4,27,9,NA,0.163,0.446,0.462,0.503,0.081,9,4.337,0.018111111111111113,0.009000000000000001,0.48188888888888887,53.5432098765432,0.49693251533742333,0.4703333333333333,NA,NA,NA
PE,Puna,FSF2123,2019,April,2019-04-11,PIL,C,2,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,5,15,10,NA,0.158,0.381,0.42,0.446,0.08,10,4.6687,0.0158,0.008,0.46687,58.35875,0.5063291139240506,0.4156666666666667,NA,NA,NA
PE,Puna,FSG5340,2019,April,2019-04-11,PIL,C,2,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,2,42,9,NA,0.144,0.37,0.472,0.442,0.073,9,3.9266,0.016,0.00811111111111111,0.4362888888888889,53.78904109589041,0.5069444444444444,0.428,NA,NA,NA
PE,Puna,FSH9204,2019,April,2019-04-11,PIL,C,2,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,3,10,8,NA,0.162,0.377,0.339,0.421,0.065,8,5.1444,0.02025,0.008125,0.64305,79.14461538461538,0.4012345679012346,0.379,NA,NA,NA
PE,Puna,FSJ4807,2019,April,2019-04-11,PIL,C,3,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,1,46,3,NA,0.106,0.302,0.224,0.213,0.048,1,4.3999,0.106,0.048,4.3999,91.66458333333333,0.4528301886792453,0.24633333333333332,NA,NA,NA
PE,Puna,FSK1516,2019,April,2019-04-11,PIL,C,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,3,43,1,NA,0.461,0.278,0.285,0.271,0.204,1,17.1573,0.461,0.204,17.1573,84.10441176470589,0.4425162689804772,0.278,NA,NA,NA
PE,Puna,FSL5157,2019,April,2019-04-11,PIL,C,3,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,4,44,3,NA,0.159,0.214,0.243,0.261,0.079,1,6.8809,0.159,0.079,6.8809,87.1,0.4968553459119497,0.23933333333333334,NA,NA,NA
PE,Puna,FSM1548,2019,April,2019-04-11,PIL,C,3,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,5,29,3,NA,0.156,0.248,0.239,0.261,0.067,1,7.3802,0.156,0.067,7.3802,110.15223880597014,0.4294871794871795,0.24933333333333332,NA,NA,NA
PE,Puna,FSN7388,2019,April,2019-04-11,PIL,C,3,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,3,37.5,3,NA,0.193,0.37,0.271,0.337,0.066,1,6.1635,0.193,0.066,6.1635,93.38636363636363,0.34196891191709844,0.326,NA,NA,NA
PE,Puna,FSO6531,2019,April,2019-04-11,PIL,C,3,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,2,35.5,3,NA,0.127,0.249,0.251,0.253,0.047,1,5.5988,0.127,0.047,5.5988,119.12340425531914,0.3700787401574803,0.251,NA,NA,NA
PE,Puna,FSQ1351,2019,April,2019-04-11,PIL,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,5,23,2,NA,0.32,0.246,0.241,0.26,0.116,2,13.4201,0.16,0.058,6.71005,115.6905172413793,0.3625,0.249,NA,NA,NA
PE,Puna,FSR2012,2019,April,2019-04-11,PIL,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,1,10,2,NA,0.146,0.229,0.224,0.234,0.055,2,6.9388,0.073,0.0275,3.4694,126.16,0.3767123287671233,0.229,NA,NA,NA
PE,Puna,FSS2493,2019,April,2019-04-11,PIL,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,4,20,2,NA,0.261,0.248,0.241,0.23,0.09,2,9.2451,0.1305,0.045,4.62255,102.72333333333334,0.3448275862068965,0.23966666666666667,NA,NA,NA
PE,Puna,FST5583,2019,April,2019-04-11,PIL,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,2,21,2,NA,0.215,0.219,0.223,0.219,0.084,2,9.6842,0.1075,0.042,4.8421,115.28809523809524,0.3906976744186047,0.22033333333333333,NA,NA,NA
PE,Puna,FSV0778,2019,April,2019-04-11,PIL,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,3,31,1,NA,0.128,0.228,0.242,0.237,0.039,1,5.7283,0.128,0.039,5.7283,146.87948717948717,0.3046875,0.23566666666666666,NA,NA,NA
PE,Puna,FSX3636,2019,April,2019-04-11,PIL,C,2,Woody,Polygonaceae,Muehlenbeckia volcanica,Muehlenbeckia,volcanica,2,12,4,NA,0.185,0.356,0.464,0.396,0.049,4,5.5482,0.04625,0.01225,1.38705,113.22857142857141,0.2648648648648649,0.4053333333333333,NA,NA,NA
PE,Puna,FSY1337,2019,April,2019-04-11,PIL,C,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,2,36,1,NA,0.383,0.28,0.284,0.287,0.179,1,13.0322,0.383,0.179,13.0322,72.80558659217877,0.4673629242819843,0.2836666666666667,NA,NA,NA
PE,Puna,FSZ7300,2019,April,2019-04-11,PIL,C,2,Woody,Polygonaceae,Muehlenbeckia volcanica,Muehlenbeckia,volcanica,3,10,5,NA,0.177,0.416,0.43,0.379,0.045,5,4.9639,0.0354,0.009,0.99278,110.3088888888889,0.2542372881355932,0.4083333333333333,NA,NA,NA
PE,Puna,FTA3628,2019,April,2019-04-11,PIL,C,2,Woody,Polygonaceae,Muehlenbeckia volcanica,Muehlenbeckia,volcanica,1,13,4,NA,0.165,0.354,0.355,0.352,0.045,4,4.9108,0.04125,0.01125,1.2277,109.1288888888889,0.2727272727272727,0.35366666666666663,NA,NA,NA
PE,Puna,FTB3282,2019,April,2019-04-11,PIL,C,2,Woody,Polygonaceae,Muehlenbeckia volcanica,Muehlenbeckia,volcanica,5,14,3,NA,0.26,0.377,0.412,0.425,0.065,3,7.4229,0.08666666666666667,0.021666666666666667,2.4743,114.19846153846153,0.25,0.4046666666666667,NA,NA,NA
PE,Puna,FTC1132,2019,April,2019-04-12,PIL,C,2,Woody,Polygonaceae,Muehlenbeckia volcanica,Muehlenbeckia,volcanica,4,12,5,NA,0.121,0.283,0.353,0.366,0.024,5,4.0149,0.0242,0.0048000000000000004,0.80298,167.2875,0.19834710743801656,0.33399999999999996,NA,NA,NA
PE,Puna,FTE1720,2019,April,2019-04-12,ACJ,B,2,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,1,18,NA,Bulk,0.16,0.129,0.123,0.095,0.082,1,13.5322,0.16,0.082,13.5322,165.02682926829266,0.5125,0.11566666666666667,NA,NA,NA
PE,Puna,FTF0016,2019,April,2019-04-12,ACJ,B,5,Woody,Ericaceae,Pernettya prostrata,Pernettya,prostrata,5,11,8,NA,0.145,0.367,0.424,0.409,0.053,8,4.1255,0.018125,0.006625,0.5156875,77.83962264150944,0.36551724137931035,0.39999999999999997,NA,NA,NA
PE,Puna,FTG3685,2019,April,2019-04-12,ACJ,B,2,Forb,Asteraceae,Laestadia musicola,Laestadia,musicola,5,3,NA,Bulk,0.064,0.114,0.126,0.113,0.012,159,5.931,4.025157232704403e-4,7.547169811320755e-5,0.03730188679245283,494.25,0.1875,0.11766666666666667,NA,NA,NA
PE,Puna,FTH6317,2019,April,2019-04-12,ACJ,B,2,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,2,18,NA,Bulk,0.129,0.118,0.118,0.101,0.061,1,11.3941,0.129,0.061,11.3941,186.78852459016395,0.4728682170542635,0.11233333333333333,NA,NA,NA
PE,Puna,FTI8736,2019,April,2019-04-11,PIL,C,3,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum,huacsaro,5,27.5,2,NA,0.893,0.505,0.503,0.453,0.369,1,18.0691,0.893,0.369,18.0691,48.96775067750677,0.41321388577827545,0.487,NA,NA,NA
PE,Puna,FTJ1334,2019,April,2019-04-16,WAY,C,5,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,5,19,1,NA,0.101,0.188,0.205,0.199,0.043,1,6.3583,0.101,0.043,6.3583,147.86744186046514,0.4257425742574257,0.19733333333333333,NA,NA,NA
PE,Puna,FTL7884,2019,April,2019-04-12,ACJ,B,5,Woody,Ericaceae,Pernettya prostrata,Pernettya,prostrata,1,18,10,NA,0.119,0.531,0.582,0.599,0.058,10,3.2981,0.011899999999999999,0.0058000000000000005,0.32981,56.86379310344827,0.4873949579831934,0.5706666666666667,NA,NA,NA
PE,Puna,FTM7325,2019,April,2019-04-12,ACJ,B,5,Forb,Violaceae,Viola thymifolia,Viola,thymifolia,3,3,10,NA,0.032,0.132,0.156,0.156,0.005,10,2.4557,0.0032,5e-4,0.24557,491.14,0.15625,0.148,NA,NA,NA
PE,Puna,FTN0833,2019,April,2019-04-12,ACJ,B,5,Woody,Ericaceae,Pernettya prostrata,Pernettya,prostrata,2,8,6,NA,0.11,0.514,0.49,0.525,0.051,6,2.9537,0.018333333333333333,0.008499999999999999,0.49228333333333335,57.91568627450982,0.46363636363636357,0.5096666666666667,NA,NA,NA
PE,Puna,FTO1620,2019,April,2019-04-12,ACJ,B,5,Forb,Violaceae,Viola thymifolia,Viola,thymifolia,4,2,18,NA,0.019,0.137,0.103,0.077,0.008,18,1.6097,0.0010555555555555555,4.4444444444444447e-4,0.08942777777777777,201.21249999999998,0.4210526315789474,0.10566666666666667,NA,NA,NA
PE,Puna,FTP4448,2019,April,2019-04-12,ACJ,B,5,Woody,Ericaceae,Pernettya prostrata,Pernettya,prostrata,4,8,12,NA,0.128,0.393,0.361,0.391,0.058,12,3.614,0.010666666666666666,0.004833333333333334,0.30116666666666664,62.3103448275862,0.45312500000000006,0.38166666666666665,NA,NA,NA
PE,Puna,FTQ4799,2019,April,2019-04-12,ACJ,B,5,Woody,Ericaceae,Pernettya prostrata,Pernettya,prostrata,3,13,10,NA,0.19,0.318,0.411,0.402,0.095,10,5.231,0.019,0.0095,0.5231,55.06315789473685,0.5,0.377,NA,NA,NA
