country,project,id,year,month,date,site,treatment,plot_id,functional_group,family,name_2020,genus,species,individual_nr,plant_height_cm,nr_leaves,bulk,wet_mass_total_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,dry_mass_total_g,number_leaves_scan,leaf_area_total_cm2,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc,leaf_thickness_ave_mm,area_flag,dry_flag,wet_flag
PE,PFTC3,AEP1175,2018,March,2018-03-17,QUE,B,2,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,5,11,6,bulk,0.051,0.191,0.166,0.14,0.042,8,1.657,0.0085,0.007,0.276166667,39.45238095,0.823529412,0.165666667,NA,NA,NA
PE,PFTC3,AER8651,2018,March,2018-03-18,WAY,C,5,Gramminoid,Cyperaceae,Carex boliviensis,Carex,boliviensis,5,9,2,bulk,0.067,0.008,0.008,0.007,0.021,3,5.162,0.0335,0.0105,2.581,245.8095238,0.313432836,0.007666667,NA,NA,NA
PE,PFTC3,AET3028,2018,March,2018-03-18,WAY,B,3,Gramminoid,Cyperaceae,Rhynchospora aristata,Rhynchospora,aristata,2,29,1,NA,0.248,0.241,0.222,0.275,0.08,2,8.756,0.248,0.08,8.756,109.45,0.322580645,0.246,NA,NA,NA
PE,PFTC3,AEY3990,2018,March,2018-03-17,QUE,B,2,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,3,13,5,bulk,0.053,0.219,0.198,0.213,0.041,12,5.764,0.0106,0.0082,1.1528,140.5853659,0.773584906,0.21,NA,NA,NA
PE,PFTC3,AFA0030,2018,March,2018-03-17,QUE,B,2,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,4,14,1,NA,0.048,0.181,0.171,0.151,0.024,12,1.816,0.048,0.024,1.816,75.66666667,0.5,0.167666667,NA,NA,NA
PE,PFTC3,AFD1213,2018,March,2018-03-17,QUE,B,2,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,4,10,8,bulk,0.06,0.29,0.289,0.31,0.034,9,2.155,0.0075,0.00425,0.269375,63.38235294,0.566666667,0.296333333,NA,NA,NA
PE,PFTC3,AFF0432,2018,March,2018-03-17,QUE,B,2,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,5,7,10,bulk,0.038,0.131,0.211,0.273,0.022,15,2.015,0.0038,0.0022,0.2015,91.59090909,0.578947368,0.205,NA,NA,NA
PE,PFTC3,AFG9783,2018,March,NA,QUE,B,2,Gramminoid,Poaceae,Agrostis trichodes,Agrostis,trichodes,5,8,7,bulk,0.027,0.007,0.006,0.007,0.008,7,2.338,0.003857143,0.001142857,0.334,292.25,0.296296296,0.006666667,NA,NA,NA
PE,PFTC3,AFI7179,2018,March,2018-03-17,QUE,B,2,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,3,4,8,bulk,0.016,0.251,0.257,0.261,0.015,NA,NA,NA,NA,NA,NA,NA,0.256333333,NA,NA,NA
PE,PFTC3,AFY8719,2018,March,2018-03-18,ACJ,C,5,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum,huacsaro,3,6,1,NA,0.401,0.373,0.349,0.362,0.159,1,7.869,0.401,NA,7.869,NA,NA,0.361333333,NA,NA,NA
PE,PFTC3,AFZ3151,2018,March,2018-03-18,ACJ,C,5,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum,huacsaro,2,12,1,NA,0.867,1.026,1.006,1.038,0.06,NA,NA,NA,NA,NA,NA,NA,1.023333333,NA,NA,NA
PE,PFTC3,AGF5589,2018,March,2018-03-17,QUE,B,1,Forb,Asteraceae,Chaptalia cordata,Chaptalia,cordata,4,12,1,NA,0.53,0.318,0.484,0.439,0.101,1,14.62,0.53,0.101,14.62,144.7524752,0.190566038,0.413666667,NA,NA,NA
PE,PFTC3,AGG7771,2018,March,2018-03-18,ACJ,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,5,6,1,NA,0.056,0.198,0.269,0.101,0.007,1,1.918,0.056,NA,1.918,NA,NA,0.189333333,NA,NA,NA
PE,PFTC3,AGH3582,2018,March,2018-03-18,ACJ,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,4,15,1,NA,0.06,0.242,0.256,0.382,0.01,2,2.236,0.06,NA,2.236,NA,NA,0.293333333,NA,NA,NA
PE,PFTC3,AGI5334,2018,March,2018-03-18,ACJ,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,3,7,1,NA,0.06,0.143,0.15,0.119,0.008,2,2.452,0.06,NA,2.452,NA,NA,0.137333333,NA,NA,NA
PE,PFTC3,AGJ7193,2018,March,2018-03-18,ACJ,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,2,9,1,NA,0.03,0.124,0.152,0.13,0.005,2,1.214,0.03,NA,1.214,NA,NA,0.135333333,NA,NA,NA
PE,PFTC3,AGK1111,2018,March,2018-03-18,ACJ,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,1,12,1,NA,0.059,0.147,0.141,0.136,0.009,1,2.728,0.059,NA,2.728,NA,NA,0.141333333,NA,NA,NA
PE,PFTC3,AGM2599,2018,March,2018-03-18,ACJ,C,5,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum,huacsaro,1,19,1,NA,0.353,0.647,0.668,0.66,0.126,NA,NA,NA,NA,NA,NA,NA,0.658333333,NA,NA,NA
PE,PFTC3,AGN5877,2018,March,2018-03-18,ACJ,C,5,Forb,Euphobiaceae,Euphorbia huanchahana,Euphorbia,huanchahana,1,12,1,NA,0.036,1.02,1.01,1.036,NA,NA,NA,NA,NA,NA,NA,NA,1.022,NA,NA,NA
PE,PFTC3,AGO0973,2018,March,2018-03-17,QUE,B,1,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,3,9,20,bulk,0.011,0.059,0.053,0.057,0.006,20,0.815,5.5e-4,3e-4,0.04075,135.8333333,0.545454545,0.056333333,NA,NA,NA
PE,PFTC3,AGP4631,2018,March,NA,QUE,B,1,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,2,40,20,bulk,0.009,0.069,0.093,0.098,0.005,22,0.711,4.5e-4,2.5e-4,0.03555,142.2,0.555555556,0.086666667,NA,NA,NA
PE,PFTC3,AGQ4901,2018,March,2018-03-17,QUE,B,1,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,1,17,20,bulk,0.008,0.095,0.057,0.077,0.004,20,0.541,4e-4,2e-4,0.02705,135.25,0.5,0.076333333,NA,NA,NA
PE,PFTC3,AGR6811,2018,March,2018-03-17,QUE,B,1,Forb,Asteraceae,Chaptalia cordata,Chaptalia,cordata,5,12,1,NA,0.35,0.412,0.413,0.457,0.109,1,12.242,0.35,0.109,12.242,112.3119266,0.311428571,0.427333333,NA,NA,NA
PE,PFTC3,AGT5582,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,3,102,1,NA,0.35,0.364,0.361,0.4,0.346,3,24.049,0.35,0.346,24.049,69.50578035,0.988571429,0.375,NA,NA,NA
PE,PFTC3,AGU1212,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,2,93,1,NA,0.28,0.326,0.369,0.414,0.126,2,10.733,0.28,0.126,10.733,85.18253968,0.45,0.369666667,NA,NA,NA
PE,PFTC3,AGV2895,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,1,84,1,NA,0.6,0.521,0.544,0.49,0.26,3,20.012,0.6,0.26,20.012,76.96923077,0.433333333,0.518333333,NA,NA,NA
PE,PFTC3,AGW0532,2018,March,2018-03-18,WAY,C,1,Gramminoid,Poaceae,Danthonia secundiflora,Danthonia,secundiflora,5,21,3,bulk,0.109,0.296,0.312,0.307,0.072,5,2.83,0.036333333,0.024,0.943333333,39.30555556,0.660550459,0.305,NA,NA,NA
PE,PFTC3,AGX5711,2018,March,2018-03-17,QUE,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,26,1,NA,0.044,0.382,0.382,0.359,0.03,1,1.209,0.044,0.03,1.209,40.3,0.681818182,0.374333333,NA,NA,NA
PE,PFTC3,AGY5110,2018,March,2018-03-17,QUE,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,20,1,NA,0.028,0.344,0.352,0.297,0.012,1,0.774,0.028,0.012,0.774,64.5,0.428571429,0.331,NA,NA,NA
PE,PFTC3,AHA5419,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Danthonia secundiflora,Danthonia,secundiflora,1,29,2,bulk,0.146,0.271,0.309,0.301,0.126,9,3.856,0.073,0.063,1.928,30.6031746,0.863013699,0.293666667,NA,NA,NA
PE,PFTC3,AHB8755,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,4,59,1,NA,0.249,0.392,0.371,0.394,0.122,NA,NA,NA,NA,NA,NA,NA,0.385666667,NA,NA,NA
PE,PFTC3,AHC5254,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,3,64,2,bulk,0.21,0.228,0.24,0.248,0.151,10,5.53,0.105,0.0755,2.765,36.62251656,0.719047619,0.238666667,NA,NA,NA
PE,PFTC3,AHD3291,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,2,111,1,NA,0.333,0.302,0.274,0.243,0.193,5,6.484,0.333,0.193,6.484,33.59585492,0.57957958,0.273,NA,NA,NA
PE,PFTC3,AHE3184,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,1,59,1,NA,0.309,0.375,0.4,0.41,0.135,8,6.96,0.309,0.135,6.96,51.55555556,0.436893204,0.395,NA,NA,NA
PE,PFTC3,AHF7408,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,4,119,1,NA,0.54,0.359,0.386,0.42,0.396,3,18.819,0.54,0.396,18.819,47.52272727,0.733333333,0.388333333,NA,NA,NA
PE,PFTC3,AHH9522,2018,March,NA,WAY,C,5,Gramminoid,Cyperaceae,Carex boliviensis,Carex,boliviensis,4,13,3,bulk,0.055,0.193,0.217,0.208,0.03,3,4.283,0.018333333,0.01,1.427666667,142.7666667,0.545454545,0.206,NA,NA,NA
PE,PFTC3,AHI2375,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Danthonia secundiflora,Danthonia,secundiflora,2,55,1,NA,0.241,0.399,0.395,0.436,0.157,15,5.153,0.241,0.157,5.153,32.82165605,0.651452282,0.41,NA,NA,NA
PE,PFTC3,AHJ6762,2018,March,2018-03-18,WAY,B,3,Gramminoid,Cyperaceae,Carex bonplandii,Carex,bonplandii,1,59,2,bulk,0.129,0.148,0.167,0.182,0.059,6,7.71,0.0645,0.0295,3.855,130.6779661,0.457364341,0.165666667,NA,NA,NA
PE,PFTC3,AHK1754,2018,March,2018-03-18,WAY,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,5,72,2,bulk,0.362,0.329,0.316,0.418,0.198,12,8.609,0.181,0.099,4.3045,43.47979798,0.546961326,0.354333333,NA,NA,NA
PE,PFTC3,AHL6120,2018,March,2018-03-17,WAY,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,68,1,NA,0.18,0.407,0.393,0.378,0.158,2,4.03,0.18,0.158,4.03,25.50632911,0.877777778,0.392666667,NA,NA,NA
PE,PFTC3,AHM4924,2018,March,2018-03-17,WAY,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,71,1,NA,0.345,0.342,0.355,0.416,0.24,4,6.765,0.345,0.24,6.765,28.1875,0.695652174,0.371,NA,NA,NA
PE,PFTC3,AHO1919,2018,March,2018-03-17,QUE,B,2,Forb,Asteraceae,Antennaria linearifolia,Antennaria,linearifolia,3,7,1,NA,0.018,0.351,0.346,NA,0.007,2,0.908,0.018,0.007,0.908,129.7142857,0.388888889,0.3485,NA,NA,NA
PE,PFTC3,AHP4608,2018,March,2018-03-17,QUE,B,2,Forb,Asteraceae,Antennaria linearifolia,Antennaria,linearifolia,4,4,1,NA,0.003,0.332,0.337,0.354,0.015,1,0.155,0.003,0.015,0.155,10.33333333,5,0.341,NA,Dry_larger_Wet _,NA
