ID,LeafArea
AFK6078.jpeg.txt.Area2,0.007
AFL3747.jpeg.txt.Area1,0.154
AFL3747.jpeg.txt.Area2,0.006
AFL3747.jpeg.txt.Area3,0.278
AFL3747.jpeg.txt.Area4,0.267
AFL3747.jpeg.txt.Area5,0.014
AFL3747.jpeg.txt.Area6,0.006
AFM5707.jpeg.txt.Area1,0.125
AFM5707.jpeg.txt.Area2,0.105
AFM5707.jpeg.txt.Area3,0.054
AFM5707.jpeg.txt.Area4,0.131
AFM5707.jpeg.txt.Area5,0.159
AFM5707.jpeg.txt.Area6,0.099
AFM5707.jpeg.txt.Area7,0.092
AFM5707.jpeg.txt.Area8,0.063
AFM5707.jpeg.txt.Area9,0.13
AFN3047.jpeg.txt.Area1,0.007
AFN3047.jpeg.txt.Area2,0.288
AFN3047.jpeg.txt.Area3,0.249
AFN3047.jpeg.txt.Area4,0.18
AFN3047.jpeg.txt.Area5,0.133
AFN3047.jpeg.txt.Area6,0.221
AFN3047.jpeg.txt.Area7,0.237
AFN3047.jpeg.txt.Area8,0.304
AFN3047.jpeg.txt.Area9,0.121
AFN3047.jpeg.txt.Area10,0.296
AFN3047.jpeg.txt.Area11,0.005
AHF0820.jpeg.txt.Area1,0.332
AHF0820.jpeg.txt.Area2,0.54
AHF0820.jpeg.txt.Area3,0.264
AHJ1193.jpeg.txt.Area1,1.206
AHJ1193.jpeg.txt.Area2,0.007
AHK4586.jpeg.txt.Area1,0.006
AHK4586.jpeg.txt.Area2,0.235
AHK4586.jpeg.txt.Area3,0.008
AHK4586.jpeg.txt.Area4,0.027
AHK4586.jpeg.txt.Area5,0.007
AHK4586.jpeg.txt.Area6,0.011
AHK4586.jpeg.txt.Area7,0.141
AHK4586.jpeg.txt.Area8,0.008
AHK4586.jpeg.txt.Area9,0.005
AHK4586.jpeg.txt.Area10,9.902
AHK4586.jpeg.txt.Area11,0.007
AHL5228.jpeg.txt.Area,2.819
AHM4164.jpeg.txt.Area,12.333
AHN7253.jpeg.txt.Area,2.75
AHO4802.jpeg.txt.Area,3.839
AHP7215.jpeg.txt.Area,2.668
AHQ2490.jpeg.txt.Area,4.144
AHR0591.jpeg.txt.Area,4.616
AHS3014.jpeg.txt.Area,4.614
AHT7283.jpeg.txt.Area1,4.455
AHT7283.jpeg.txt.Area2,0.005
AHU9337.jpeg.txt.Area,3.499
AHV6564.jpeg.txt.Area,5.527
AHW9145.jpeg.txt.Area1,0.006
AHW9145.jpeg.txt.Area2,0.059
AHW9145.jpeg.txt.Area3,2.683
AHX3240.jpeg.txt.Area1,0.005
AHX3240.jpeg.txt.Area2,1.514
AHY2796.jpeg.txt.Area,3.095
AHZ5138.jpeg.txt.Area,4.386
AIA8185.jpeg.txt.Area,13.453
AIB4312.jpeg.txt.Area,5.717
AIC7150.jpeg.txt.Area,3.572
AID0930.jpeg.txt.Area,2.335
AIE7697.jpeg.txt.Area,3.335
AIF7328.jpeg.txt.Area1,19.162
AIF7328.jpeg.txt.Area2,0.325
AIF7328.jpeg.txt.Area3,0.04
AIF7328.jpeg.txt.Area4,0.097
AIG2220.jpeg.txt.Area,14.787
AIH7326.jpeg.txt.Area1,14.314
AIH7326.jpeg.txt.Area2,0.007
AIH7326.jpeg.txt.Area3,0.033
AIH7326.jpeg.txt.Area4,0.005
AII6146.jpeg.txt.Area,3.099
AIJ5153.jpeg.txt.Area1,0.491
AIJ5153.jpeg.txt.Area2,0.535
AIJ5153.jpeg.txt.Area3,0.569
AIJ5153.jpeg.txt.Area4,0.469
AIJ5153.jpeg.txt.Area5,0.527
AIK3112.jpeg.txt.Area,4.43
AIL6011.jpeg.txt.Area,1.978
AIM4525.jpeg.txt.Area,4.252
AIN6045.jpeg.txt.Area1,0.721
AIN6045.jpeg.txt.Area2,0.828
AIN6045.jpeg.txt.Area3,0.461
AIN6045.jpeg.txt.Area4,0.518
AIN6045.jpeg.txt.Area5,0.801
AIO3417.jpeg.txt.Area1,0.36
AIO3417.jpeg.txt.Area2,0.45
AIO3417.jpeg.txt.Area3,0.376
AIO3417.jpeg.txt.Area4,0.536
AIO3417.jpeg.txt.Area5,0.466
AIP9349.jpeg.txt.Area1,15.278
AIP9349.jpeg.txt.Area2,2.443
AIQ0923.jpeg.txt.Area1,0.267
AIQ0923.jpeg.txt.Area2,0.215
AIQ0923.jpeg.txt.Area3,0.279
AIQ0923.jpeg.txt.Area4,0.25
AIQ0923.jpeg.txt.Area5,0.28
AIR7210.jpeg.txt.Area1,0.148
AIR7210.jpeg.txt.Area2,0.153
AIR7210.jpeg.txt.Area3,0.008
AIR7210.jpeg.txt.Area4,0.172
AIR7210.jpeg.txt.Area5,0.16
AIR7210.jpeg.txt.Area6,0.199
AIR7210.jpeg.txt.Area7,0.177
AIR7210.jpeg.txt.Area8,0.162
AIR7210.jpeg.txt.Area9,0.173
AIR7210.jpeg.txt.Area10,0.149
AIR7210.jpeg.txt.Area11,0.147
AIR7210.jpeg.txt.Area12,0.157
AIR7210.jpeg.txt.Area13,0.175
AIR7210.jpeg.txt.Area14,0.128
AIR7210.jpeg.txt.Area15,0.073
AIR7210.jpeg.txt.Area16,0.148
AIR7210.jpeg.txt.Area17,0.121
AIS5021.jpeg.txt.Area1,0.424
AIS5021.jpeg.txt.Area2,0.373
AIS5021.jpeg.txt.Area3,0.01
AIS5021.jpeg.txt.Area4,0.396
AIT9407.jpeg.txt.Area1,0.763
AIT9407.jpeg.txt.Area2,0.783
AIT9407.jpeg.txt.Area3,0.564
AIT9407.jpeg.txt.Area4,0.828
AIT9407.jpeg.txt.Area5,0.701
AIU5769.jpeg.txt.Area1,0.348
AIU5769.jpeg.txt.Area2,0.345
AIU5769.jpeg.txt.Area3,0.413
AIU5769.jpeg.txt.Area4,0.352
AIU5769.jpeg.txt.Area5,0.448
AIV2675.jpeg.txt.Area1,0.904
AIV2675.jpeg.txt.Area2,0.907
AIV2675.jpeg.txt.Area3,0.749
AIW2607.jpeg.txt.Area1,0.785
AIW2607.jpeg.txt.Area2,0.01
AIW2607.jpeg.txt.Area3,0.009
AIW2607.jpeg.txt.Area4,0.01
AIW2607.jpeg.txt.Area5,0.763
AIW2607.jpeg.txt.Area6,0.006
AIW2607.jpeg.txt.Area7,0.92
AIW2607.jpeg.txt.Area8,0.006
AIW2607.jpeg.txt.Area9,0.494
AIW2607.jpeg.txt.Area10,4.808
AIX0192.jpeg.txt.Area1,0.251
AIX0192.jpeg.txt.Area2,0.34
AIY8963.jpeg.txt.Area,2.738
AIZ2577.jpeg.txt.Area1,0.006
AIZ2577.jpeg.txt.Area2,0.952
AIZ2577.jpeg.txt.Area3,0.753
AIZ2577.jpeg.txt.Area4,0.709
AIZ2577.jpeg.txt.Area5,0.006
AJA2506.jpeg.txt.Area1,0.146
AJA2506.jpeg.txt.Area2,0.006
AJA2506.jpeg.txt.Area3,0.127
AJA2506.jpeg.txt.Area4,0.131
AJA2506.jpeg.txt.Area5,4.193
AJA2506.jpeg.txt.Area6,0.008
AJB8853.jpeg.txt.Area1,0.126
AJB8853.jpeg.txt.Area2,0.175
AJB8853.jpeg.txt.Area3,0.098
AJB8853.jpeg.txt.Area4,0.062
AJB8853.jpeg.txt.Area5,0.085
AJB8853.jpeg.txt.Area6,0.065
AJB8853.jpeg.txt.Area7,0.13
AJB8853.jpeg.txt.Area8,0.09
AJB8853.jpeg.txt.Area9,0.154
AJB8853.jpeg.txt.Area10,0.112
AJC2607.jpeg.txt.Area,4.203
AJD7146.jpeg.txt.Area1,1.22
AJD7146.jpeg.txt.Area2,1.218
AJD7146.jpeg.txt.Area3,1.217
AJE3805.jpeg.txt.Area1,0.026
AJE3805.jpeg.txt.Area2,0.031
AJE3805.jpeg.txt.Area3,0.044
AJE3805.jpeg.txt.Area4,0.022
AJE3805.jpeg.txt.Area5,0.049
AJE3805.jpeg.txt.Area6,0.049
AJE3805.jpeg.txt.Area7,0.069
AJE3805.jpeg.txt.Area8,0.017
AJE3805.jpeg.txt.Area9,0.025
AJE3805.jpeg.txt.Area10,0.057
AJE3805.jpeg.txt.Area11,0.051
AJE3805.jpeg.txt.Area12,0.024
AJE3805.jpeg.txt.Area13,0.025
AJE3805.jpeg.txt.Area14,0.021
AJE3805.jpeg.txt.Area15,0.024
AJF4574.jpeg.txt.Area1,0.016
AJF4574.jpeg.txt.Area2,0.313
AJF4574.jpeg.txt.Area3,0.365
AJF4574.jpeg.txt.Area4,0.27
AJF4574.jpeg.txt.Area5,0.482
AJF4574.jpeg.txt.Area6,0.309
AJF4574.jpeg.txt.Area7,0.269
AJF4574.jpeg.txt.Area8,0.378
AJF4574.jpeg.txt.Area9,0.4
AJF4574.jpeg.txt.Area10,0.227
AJF4574.jpeg.txt.Area11,0.444
AJG6251.jpeg.txt.Area1,0.304
AJG6251.jpeg.txt.Area2,0.361
AJG6251.jpeg.txt.Area3,0.327
AJG6251.jpeg.txt.Area4,0.416
AJG6251.jpeg.txt.Area5,0.006
AJG6251.jpeg.txt.Area6,0.247
AJG6251.jpeg.txt.Area7,0.449
AJI9956.jpeg.txt.Area1,2.03
AJI9956.jpeg.txt.Area2,0.008
AJJ8483.jpeg.txt.Area1,0.036
AJJ8483.jpeg.txt.Area2,1.19
AJJ8483.jpeg.txt.Area3,0.008
AJJ8483.jpeg.txt.Area4,0.015
AJJ8483.jpeg.txt.Area5,0.006
AJK7215.jpeg.txt.Area1,0.402
AJK7215.jpeg.txt.Area2,0.396
AJK7215.jpeg.txt.Area3,0.326
AJK7215.jpeg.txt.Area4,0.424
AJK7215.jpeg.txt.Area5,0.006
AJL5468.jpeg.txt.Area,2.821
AJM5856.jpeg.txt.Area1,1.594
AJM5856.jpeg.txt.Area2,0.007
AJO3933.jpeg.txt.Area1,0.677
AJO3933.jpeg.txt.Area2,0.919
AJO3933.jpeg.txt.Area3,0.963
AJO3933.jpeg.txt.Area4,0.841
AJO3933.jpeg.txt.Area5,0.006
AJO3933.jpeg.txt.Area6,0.913
AJO3933.jpeg.txt.Area7,0.765
AJO3933.jpeg.txt.Area8,0.884
AJP6010.jpeg.txt.Area1,0.802
AJP6010.jpeg.txt.Area2,0.872
AJP6010.jpeg.txt.Area3,0.582
AJP6010.jpeg.txt.Area4,0.005
AJQ7521.jpeg.txt.Area1,0.952
AJQ7521.jpeg.txt.Area2,0.013
AJR6847.jpeg.txt.Area1,1.7
AJR6847.jpeg.txt.Area2,0.005
AJR6847.jpeg.txt.Area3,0.007
AJS0144.jpeg.txt.Area1,0.013
AJS0144.jpeg.txt.Area2,0.01
AJS0144.jpeg.txt.Area3,0.349
AJS0144.jpeg.txt.Area4,0.355
AJS0144.jpeg.txt.Area5,0.425
AJS0144.jpeg.txt.Area6,0.013
AJT3939.jpeg.txt.Area1,0.014
AJT3939.jpeg.txt.Area2,0.011
AJT3939.jpeg.txt.Area3,0.296
AJT3939.jpeg.txt.Area4,0.553
AJT3939.jpeg.txt.Area5,0.405
AJT3939.jpeg.txt.Area6,0.014
AJU4056.jpeg.txt.Area1,4.544
AJU4056.jpeg.txt.Area2,0.007
AJV4907.jpeg.txt.Area,5.768
AJW6923.jpeg.txt.Area1,0.233
AJW6923.jpeg.txt.Area2,0.022
AJW6923.jpeg.txt.Area3,0.162
AJW6923.jpeg.txt.Area4,0.297
AJW6923.jpeg.txt.Area5,0.079
AJW6923.jpeg.txt.Area6,0.362
AJW6923.jpeg.txt.Area7,0.199
AJW6923.jpeg.txt.Area8,0.138
AJX5756.jpeg.txt.Area1,0.811
AJX5756.jpeg.txt.Area2,1.024
AJY0858.jpeg.txt.Area1,0.009
AJY0858.jpeg.txt.Area2,0.601
AJY0858.jpeg.txt.Area3,0.677
AJY0858.jpeg.txt.Area4,0.012
AJZ6728.jpeg.txt.Area1,0.007
AJZ6728.jpeg.txt.Area2,0.012
AJZ6728.jpeg.txt.Area3,0.414
AJZ6728.jpeg.txt.Area4,0.31
AJZ6728.jpeg.txt.Area5,0.242
AJZ6728.jpeg.txt.Area6,0.006
AJZ6728.jpeg.txt.Area7,0.006
AJZ6728.jpeg.txt.Area8,0.014
AJZ6728.jpeg.txt.Area9,0.007
AKA9802.jpeg.txt.Area,5.186
AKB2948.jpeg.txt.Area1,0.008
AKB2948.jpeg.txt.Area2,2.584
AKC4237.jpeg.txt.Area1,0.16
AKC4237.jpeg.txt.Area2,0.277
AKC4237.jpeg.txt.Area3,0.161
AKC4237.jpeg.txt.Area4,0.085
AKC4237.jpeg.txt.Area5,0.008
AKC4237.jpeg.txt.Area6,0.124
AKC4237.jpeg.txt.Area7,0.157
AKC4237.jpeg.txt.Area8,0.071
AKC4237.jpeg.txt.Area9,0.112
AKC4237.jpeg.txt.Area10,0.006
AKC4237.jpeg.txt.Area11,0.19
AKC4237.jpeg.txt.Area12,0.133
AKD3292.jpeg.txt.Area,5.97
AKE2918.jpeg.txt.Area1,0.006
AKE2918.jpeg.txt.Area2,0.863
AKE2918.jpeg.txt.Area3,0.724
AKE2918.jpeg.txt.Area4,0.006
AKE2918.jpeg.txt.Area5,0.849
AKF1999.jpeg.txt.Area1,3.138
AKF1999.jpeg.txt.Area2,1.751
AKF1999.jpeg.txt.Area3,1.383
AKF1999.jpeg.txt.Area4,0.008
AKF1999.jpeg.txt.Area5,0.02
AKG1848.jpeg.txt.Area1,1.894
AKG1848.jpeg.txt.Area2,0.023
AKG1848.jpeg.txt.Area3,2.011
AKG1848.jpeg.txt.Area4,1.482
AKG1848.jpeg.txt.Area5,0.007
AKH9598.jpeg.txt.Area1,2.364
AKH9598.jpeg.txt.Area2,0.05
AKH9598.jpeg.txt.Area3,0.022
AKH9598.jpeg.txt.Area4,2.849
AKH9598.jpeg.txt.Area5,0.008
AKH9598.jpeg.txt.Area6,0.11
AKH9598.jpeg.txt.Area7,3.329
AKH9598.jpeg.txt.Area8,0.006
AKI5063.jpeg.txt.Area1,1.667
AKI5063.jpeg.txt.Area2,0.013
AKI5063.jpeg.txt.Area3,0.016
AKI5063.jpeg.txt.Area4,1.034
AKI5063.jpeg.txt.Area5,1.688
AKI5063.jpeg.txt.Area6,0.046
AKJ0837.jpeg.txt.Area1,0.544
AKJ0837.jpeg.txt.Area2,0.588
AKJ0837.jpeg.txt.Area3,0.319
AKK2945.jpeg.txt.Area1,0.484
AKK2945.jpeg.txt.Area2,0.512
AKK2945.jpeg.txt.Area3,0.608
AKK2945.jpeg.txt.Area4,0.177
AKK2945.jpeg.txt.Area5,0.105
AKL1344.jpeg.txt.Area1,0.55
AKL1344.jpeg.txt.Area2,0.007
AKL1344.jpeg.txt.Area3,0.413
AKL1344.jpeg.txt.Area4,0.498
AKL1344.jpeg.txt.Area5,0.605
AKL1344.jpeg.txt.Area6,0.006
AKM5792.jpeg.txt.Area1,1.272
AKM5792.jpeg.txt.Area2,1.336
AKM5792.jpeg.txt.Area3,1.245
AKN7109.jpeg.txt.Area1,0.922
AKN7109.jpeg.txt.Area2,0.814
AKN7109.jpeg.txt.Area3,0.874
AKO4652.jpeg.txt.Area1,1.237
AKO4652.jpeg.txt.Area2,1.099
AKO4652.jpeg.txt.Area3,1.132
AKO4652.jpeg.txt.Area4,0.009
AKP1497.jpeg.txt.Area1,2.51
AKP1497.jpeg.txt.Area2,0.014
AKQ8501.jpeg.txt.Area1,0.006
AKQ8501.jpeg.txt.Area2,1.163
AKR3541.jpeg.txt.Area,2.14
AKS1170.jpeg.txt.Area1,0.007
AKS1170.jpeg.txt.Area2,3.045
AKS1170.jpeg.txt.Area3,0.013
AKT6450.jpeg.txt.Area,4.555
AKU2768.jpeg.txt.Area1,1.779
AKU2768.jpeg.txt.Area2,0.011
AKU2768.jpeg.txt.Area3,0.006
AKV0950.jpeg.txt.Area,1.906
AKW2482.jpeg.txt.Area,12.23
AKX4299.jpeg.txt.Area1,0.544
AKX4299.jpeg.txt.Area2,0.471
AKX4299.jpeg.txt.Area3,0.421
AKX4299.jpeg.txt.Area4,0.406
AKX4299.jpeg.txt.Area5,0.461
AKY3574.jpeg.txt.Area,6.325
AKZ8833.jpeg.txt.Area1,0.412
AKZ8833.jpeg.txt.Area2,0.389
AKZ8833.jpeg.txt.Area3,0.287
AKZ8833.jpeg.txt.Area4,0.363
AKZ8833.jpeg.txt.Area5,0.377
ALA5686.jpeg.txt.Area1,0.481
ALA5686.jpeg.txt.Area2,0.483
ALA5686.jpeg.txt.Area3,0.569
ALA5686.jpeg.txt.Area4,0.442
ALA5686.jpeg.txt.Area5,0.334
ALB4469.jpeg.txt.Area1,0.011
ALB4469.jpeg.txt.Area2,1.026
ALB4469.jpeg.txt.Area3,0.01
ALB4469.jpeg.txt.Area4,1.115
ALB4469.jpeg.txt.Area5,0.005
ANN4579.jpeg.txt.Area1,3.858
ANN4579.jpeg.txt.Area2,0.006
ANN4579.jpeg.txt.Area3,0.018
ANR7358.jpeg.txt.Area1,3.976
ANR7358.jpeg.txt.Area2,0.006
ANR7358.jpeg.txt.Area3,0.013
ANU1186.jpeg.txt.Area1,0.135
ANU1186.jpeg.txt.Area2,3.15
ANU1186.jpeg.txt.Area3,0.014
ANV3575.jpeg.txt.Area1,0.035
ANV3575.jpeg.txt.Area2,3.048
ANV3575.jpeg.txt.Area3,0.008
ANV3575.jpeg.txt.Area4,0.014
ANV3575.jpeg.txt.Area5,0.006
ANY4201.jpeg.txt.Area1,3.154
ANY4201.jpeg.txt.Area2,0.104
ANZ6963.jpeg.txt.Area1,2.762
ANZ6963.jpeg.txt.Area2,0.013
AOC2233.jpeg.txt.Area1,0.009
AOC2233.jpeg.txt.Area2,2.302
AOC2233.jpeg.txt.Area3,0.027
AOD6100.jpeg.txt.Area,2.9
AOG8957.jpeg.txt.Area1,0.008
AOG8957.jpeg.txt.Area2,0.737
AOH9979.jpeg.txt.Area1,0.009
AOH9979.jpeg.txt.Area2,2.746
AOH9979.jpeg.txt.Area3,0.021
AOH9979.jpeg.txt.Area4,0.005
AOL7222.jpeg.txt.Area1,1.194
AOL7222.jpeg.txt.Area2,1.633
AOP1817.jpeg.txt.Area1,2.646
AOP1817.jpeg.txt.Area2,0.014
ASU5572.jpeg.txt.Area1,0.011
ASU5572.jpeg.txt.Area2,1.223
ASU5572.jpeg.txt.Area3,1.947
ASU5572.jpeg.txt.Area4,0.005
ASU5572.jpeg.txt.Area5,1.045
ATA1063.jpeg.txt.Area1,0.324
ATA1063.jpeg.txt.Area2,1.459
ATA1063.jpeg.txt.Area3,0.171
ATA1063.jpeg.txt.Area4,0.192
ATA1063.jpeg.txt.Area5,0.287
ATA1063.jpeg.txt.Area6,0.103
ATA1063.jpeg.txt.Area7,0.084
ATA1063.jpeg.txt.Area8,0.314
ATA1063.jpeg.txt.Area9,0.014
ATA1063.jpeg.txt.Area10,0.19
ATA1063.jpeg.txt.Area11,0.202
ATA1063.jpeg.txt.Area12,0.273
ATA1063.jpeg.txt.Area13,0.137
ATA1063.jpeg.txt.Area14,0.182
ATM7065.jpeg.txt.Area1,0.14
ATM7065.jpeg.txt.Area2,0.128
ATM7065.jpeg.txt.Area3,0.123
ATM7065.jpeg.txt.Area4,0.124
ATM7065.jpeg.txt.Area5,0.121
ATM7065.jpeg.txt.Area6,0.12
ATM7065.jpeg.txt.Area7,0.105
ATM7065.jpeg.txt.Area8,0.132
ATM7065.jpeg.txt.Area9,0.132
ATM7065.jpeg.txt.Area10,0.123
ATQ5697.jpeg.txt.Area1,2.422
ATQ5697.jpeg.txt.Area2,0.006
ATU6733.jpeg.txt.Area,2.692
AUV5625.jpeg.txt.Area1,0.553
AUV5625.jpeg.txt.Area2,0.593
AUV5625.jpeg.txt.Area3,0.006
AUV5625.jpeg.txt.Area4,0.499
AUV5625.jpeg.txt.Area5,0.008
AUV5625.jpeg.txt.Area6,0.005
AUV5625.jpeg.txt.Area7,0.259
AUV5625.jpeg.txt.Area8,0.443
AUV5625.jpeg.txt.Area9,0.009
AVW4960.jpeg.txt.Area1,2.062
AVW4960.jpeg.txt.Area2,0.012
AVW4960.jpeg.txt.Area3,0.659
AVW4960.jpeg.txt.Area4,1.172
AVW4960.jpeg.txt.Area5,0.753
AVW4960.jpeg.txt.Area6,0.047
AVW4960.jpeg.txt.Area7,0.005
AVX8706.jpeg.txt.Area1,0.932
AVX8706.jpeg.txt.Area2,0.006
AVX8706.jpeg.txt.Area3,0.383
AVX8706.jpeg.txt.Area4,0.59
AVX8706.jpeg.txt.Area5,0.006
AVX8706.jpeg.txt.Area6,0.02
AVX8706.jpeg.txt.Area7,0.019
AVX8706.jpeg.txt.Area8,0.016
AVX8706.jpeg.txt.Area9,0.006
AVX8706.jpeg.txt.Area10,0.581
AVX8706.jpeg.txt.Area11,0.938
AVX8706.jpeg.txt.Area12,0.008
AVX8706.jpeg.txt.Area13,0.007
AVY2334.jpeg.txt.Area1,0.843
AVY2334.jpeg.txt.Area2,0.702
AVY2334.jpeg.txt.Area3,0.65
AVY2334.jpeg.txt.Area4,0.008
AVY2334.jpeg.txt.Area5,0.007
AVZ7947.jpeg.txt.Area1,0.024
AVZ7947.jpeg.txt.Area2,0.008
AVZ7947.jpeg.txt.Area3,0.794
AVZ7947.jpeg.txt.Area4,0.006
AVZ7947.jpeg.txt.Area5,0.112
AVZ7947.jpeg.txt.Area6,0.021
AVZ7947.jpeg.txt.Area7,0.018
AVZ7947.jpeg.txt.Area8,0.016
AVZ7947.jpeg.txt.Area9,0.01
AVZ7947.jpeg.txt.Area10,0.521
AVZ7947.jpeg.txt.Area11,0.007
AVZ7947.jpeg.txt.Area12,0.007
AVZ7947.jpeg.txt.Area13,1.148
AVZ7947.jpeg.txt.Area14,0.007
AWA4195.jpeg.txt.Area1,0.639
AWA4195.jpeg.txt.Area2,0.466
AWA4195.jpeg.txt.Area3,0.154
AWA4195.jpeg.txt.Area4,0.718
AWA4195.jpeg.txt.Area5,0.037
AWA4195.jpeg.txt.Area6,0.537
AWA4195.jpeg.txt.Area7,0.635
AWA4195.jpeg.txt.Area8,0.009
AWA4195.jpeg.txt.Area9,0.009
AWB0237.jpeg.txt.Area,1.924
AWC5502.jpeg.txt.Area1,0.375
AWC5502.jpeg.txt.Area2,0.355
AWC5502.jpeg.txt.Area3,0.369
AWC5502.jpeg.txt.Area4,0.404
AWC5502.jpeg.txt.Area5,0.398
AWD5144.jpeg.txt.Area1,0.294
AWD5144.jpeg.txt.Area2,0.483
AWD5144.jpeg.txt.Area3,0.388
AWD5144.jpeg.txt.Area4,0.413
AWD5144.jpeg.txt.Area5,0.392
AWF9650.jpeg.txt.Area1,0.043
AWF9650.jpeg.txt.Area2,2.708
AWF9650.jpeg.txt.Area3,0.388
AWF9650.jpeg.txt.Area4,0.197
AWF9650.jpeg.txt.Area5,0.368
AWF9650.jpeg.txt.Area6,0.499
AWG2964.jpeg.txt.Area1,0.584
AWG2964.jpeg.txt.Area2,0.419
AWG2964.jpeg.txt.Area3,0.461
AWG2964.jpeg.txt.Area4,0.58
AWG2964.jpeg.txt.Area5,0.566
AWH8141.jpeg.txt.Area1,1.722
AWH8141.jpeg.txt.Area2,0.007
AWH8141.jpeg.txt.Area3,0.006
AWI7431.jpeg.txt.Area1,0.174
AWI7431.jpeg.txt.Area2,0.029
AWI7431.jpeg.txt.Area3,0.143
AWI7431.jpeg.txt.Area4,0.166
AWI7431.jpeg.txt.Area5,0.126
AWI7431.jpeg.txt.Area6,0.192
AWI7431.jpeg.txt.Area7,0.28
AWI7431.jpeg.txt.Area8,0.425
AWI7431.jpeg.txt.Area9,0.118
AWI7431.jpeg.txt.Area10,0.095
AWI7431.jpeg.txt.Area11,0.023
AWI7431.jpeg.txt.Area12,0.011
AWI7431.jpeg.txt.Area13,0.009
AWJ3734.jpeg.txt.Area,3.948
AWK2660.jpeg.txt.Area1,0.105
AWK2660.jpeg.txt.Area2,0.077
AWK2660.jpeg.txt.Area3,0.191
AWK2660.jpeg.txt.Area4,0.156
AWK2660.jpeg.txt.Area5,0.1
AWK2660.jpeg.txt.Area6,0.219
AWK2660.jpeg.txt.Area7,0.106
AWK2660.jpeg.txt.Area8,0.122
AWK2660.jpeg.txt.Area9,0.091
AWK2660.jpeg.txt.Area10,0.116
AWK2660.jpeg.txt.Area11,0.075
AWL0335.jpeg.txt.Area1,0.122
AWL0335.jpeg.txt.Area2,0.137
AWL0335.jpeg.txt.Area3,0.147
AWL0335.jpeg.txt.Area4,0.128
AWL0335.jpeg.txt.Area5,0.142
AWL0335.jpeg.txt.Area6,0.156
AWL0335.jpeg.txt.Area7,0.127
AWL0335.jpeg.txt.Area8,0.153
AWL0335.jpeg.txt.Area9,0.116
AWL0335.jpeg.txt.Area10,0.15
AWM5612.jpeg.txt.Area1,0.041
AWM5612.jpeg.txt.Area2,0.041
AWM5612.jpeg.txt.Area3,0.041
AWM5612.jpeg.txt.Area4,0.052
AWM5612.jpeg.txt.Area5,0.045
AWM5612.jpeg.txt.Area6,0.031
AWM5612.jpeg.txt.Area7,0.044
AWM5612.jpeg.txt.Area8,0.049
AWM5612.jpeg.txt.Area9,0.06
AWM5612.jpeg.txt.Area10,0.043
AWM5612.jpeg.txt.Area11,0.06
AWM5612.jpeg.txt.Area12,0.04
AWM5612.jpeg.txt.Area13,0.006
AWM5612.jpeg.txt.Area14,0.045
AWM5612.jpeg.txt.Area15,0.045
AWM5612.jpeg.txt.Area16,0.056
AWM5612.jpeg.txt.Area17,0.009
AWN8341.jpeg.txt.Area1,0.305
AWN8341.jpeg.txt.Area2,0.724
AWN8341.jpeg.txt.Area3,0.265
