id,year,date,month,site,treatment,plot_id,taxon,plant_height_cm,individual_nr,nr_leaves,bulk,wet_mass_total_g,dry_mass_total_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,leaf_area_total_cm2,number_leaves_scan
LIX4759,2019,2019-11-25T00:00:00Z,November,PIL,B,5,Lycopodium clavatum,4,2,NA,Bulk,0.096,0.06,0.132,0.129,0.12,9.8312,NA
LIY3966,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Agrostis sp2,21,3,5,"NA",0.067,0.026,0.248,0.241,0.135,3.0693,5
LIZ9117,2019,2019-11-27T00:00:00Z,November,WAY,B,3,Hieracium sp1,11,1,1,"NA",0.264,0.04,0.367,0.359,0.418,8.7566,1
LJA8355,2019,2019-11-25T00:00:00Z,November,PIL,B,5,Lycopodium clavatum,7.2,3,NA,Bulk,0.201,0.129,0.208,0.158,0.165,15.4937,NA
LJB3951,2019,2019-11-27T00:00:00Z,November,WAY,B,3,Senecio pegajoso,74,2,1,"NA",1.862,0.424,0.517,0.453,0.491,36.1902,1
LJC2538,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Baccharis tricuneata,79,3,5,"NA",0.246,0.09,0.397,0.409,0.408,7.3852,5
LJD5297,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Carex boliviensis,22,1,1,"NA",0.07,0.019,0.237,0.259,0.271,2.9336,1
LJE4745,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Agrostis sp2,15,2,5,"NA",0.058,0.019,0.185,0.188,0.203,2.7044,5
LJF6393,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Senecio pegajoso,59,3,1,"NA",1.064,0.219,0.562,0.474,0.484,18.9803,1
LJG3763,2019,2019-11-24T00:00:00Z,November,ACJ,B,1,Gaultheria glomerata,8,3,3,"NA",0.412,0.218,0.534,0.544,0.548,6.2459,2
LJH7224,2019,2019-11-27T00:00:00Z,November,WAY,B,3,Senecio pegajoso,34,1,1,"NA",1.502,0.394,0.534,0.414,0.505,31.6157,1
LJI6745,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Baccharis tricuneata,69,2,5,"NA",0.192,0.069,0.372,0.378,0.402,5.7811,5
LJJ4934,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Agrostis sp2,33,2,5,"NA",0.068,0.026,0.184,0.19,0.166,3.31,5
LJK5524,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Alchemilla orbiculata,2.3,1,4,"NA",0.242,0.138,0.339,0.335,0.303,9.2059,4
LJL6239,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Lycopodiella cernua,11,2,5,"NA",0.075,0.031,0.962,0.99,1.001,1.6633,5
LJM6168,2019,2019-11-25T00:00:00Z,November,PIL,B,5,Lycopodium clavatum,6,1,NA,Bulk,0.122,0.088,0.155,0.113,0.182,12.0755,NA
LJN5379,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Agrostis sp2,17,1,4,"NA",0.027,0.005,0.162,0.144,0.148,1.7574,4
LJO6618,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Senecio pegajoso,31,2,1,"NA",0.633,0.145,0.565,0.51,0.479,14.4783,1
LJP2425,2019,2019-11-24T00:00:00Z,November,ACJ,B,1,Gaultheria glomerata,7,2,3,"NA",0.264,0.121,0.359,0.401,0.483,7.7504,3
LJQ0646,2019,2019-11-27T00:00:00Z,November,WAY,B,3,Not stipa,52,3,1,"NA",0.171,0.076,0.304,0.539,0.471,5.1602,1
LJR0185,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Baccharis tricuneata,13,1,5,"NA",0.206,0.078,0.487,0.385,0.481,6.3085,5
LJS4887,2019,2019-11-24T00:00:00Z,November,ACJ,B,1,Hieracium sp1,9.5,3,1,"NA",0.199,0.032,0.384,0.396,0.391,4.1692,1
LJT1461,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Alchemilla orbiculata,5,3,3,"NA",0.358,0.155,0.299,0.271,0.306,11.3057,3
LJU7332,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Senecio pegajoso,38,1,1,"NA",1.883,0.422,0.68,0.635,0.621,31.876,1
LJV6443,2019,2019-11-24T00:00:00Z,November,ACJ,B,1,Hieracium sp1,12,1,1,"NA",0.284,0.041,0.288,0.284,0.292,5.841,1
LJW1529,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Gentiana sedifolia,9,3,NA,Bulk,0.093,0.03,0.191,0.275,0.198,4.6388,45
LJX6468,2019,2019-11-27T00:00:00Z,November,WAY,B,3,Hieracium sp1,15,3,1,"NA",0.333,0.047,0.359,0.303,0.255,8.9629,1
LJY8575,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Agrostis sp2,20,3,5,"NA",0.107,0.054,0.295,0.281,0.33,2.9363,5
LJZ2173,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Lycopodium clavatum,13.5,1,NA,Bulk,0.074,0.06,0.177,0.192,0.164,8.5608,NA
LKA1340,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Paspalum bonplandianum,18,1,1,"NA",0.042,0.022,0.131,0.132,0.171,4.5024,1
LKB7349,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Rhynchospora brillante,40,2,1,"NA",0.655,0.167,0.343,0.34,0.307,22.3691,1
LKC8397,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Chaptalia cordata,6.5,1,2,"NA",0.195,0.07,0.569,0.549,0.55,10.0656,2
LKD0505,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Miconia rotundifolia,4,3,5,"NA",0.208,0.123,0.629,0.602,0.64,10.293,5
LKE6798,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Vaccinium floribundum,37,3,5,"NA",0.096,0.055,0.557,0.532,0.565,2.974,5
LKF5049,2019,2019-11-28T00:00:00Z,November,PIL,C,5,Lycopodium clavatum,4.5,3,NA,Bulk,0.083,0.07,0.125,0.14,0.136,9.5788,NA
LKG3930,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Vaccinium floribundum,35,2,10,"NA",0.152,0.091,0.447,0.449,0.454,4.9292,10
LKH1869,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Rhynchospora macrochaeta,29,2,1,"NA",0.241,0.143,0.256,0.299,0.273,10.579,1
LGK4016,2019,2019-11-24T00:00:00Z,November,TRE,B,5,Carex tristicha,4,3,3,"NA",0.046,0.033,0.187,0.194,0.201,3.7144,3
LKJ2262,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Miconia rotundifolia,4,2,5,"NA",0.292,0.091,0.586,0.616,0.557,9.5897,5
LKK3551,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Vaccinium floribundum,35,2,5,"NA",0.131,0.068,0.538,0.536,0.565,3.3028,5
LKL6174,2019,2019-11-28T00:00:00Z,November,PIL,C,5,Gaultheria glomerata,15,1,3,"NA",0.177,0.064,0.359,0.303,0.38,7.6372,3
LKM9450,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Alchemilla sectada,3,3,3,"NA",0.068,0.035,0.278,0.295,0.29,3.8647,3
LKN8327,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Rhynchospora macrochaeta,23.5,1,1,"NA",0.1,0.055,0.263,0.238,0.235,4.8309,1
LKO2078,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Lycopodium clavatum,11.5,3,NA,Bulk,0.087,0.066,0.197,0.19,0.182,9.7048,NA
LKP6919,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Rhynchospora macrochaeta,31,3,1,"NA",0.196,0.103,0.301,0.275,0.32,8.7115,1
LKQ6221,2019,2019-11-26T00:00:00Z,November,WAY,C,3,Eriosorus cheilanthoides,20,2,1,"NA",0.155,0.062,0.338,0.225,0.345,5.4194,1
LGT7977,2019,2019-11-24T00:00:00Z,November,TRE,B,5,Carex tristicha,4,2,3,"NA",0.041,0.027,0.191,0.183,0.192,2.8349,3
LKS1090,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Miconia rotundifolia,2,1,5,"NA",0.173,0.072,0.641,0.707,0.571,6.1747,5
LKT0161,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Vaccinium floribundum,30,1,5,"NA",0.102,0.061,0.487,0.489,0.485,3.0718,5
LKU7064,2019,2019-11-28T00:00:00Z,November,PIL,C,5,Lycopodium clavatum,12,2,NA,Bulk,0.116,0.08,0.18,0.175,0.198,12.4281,NA
LKV6978,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Vaccinium floribundum,27,1,10,"NA",0.151,0.075,0.531,0.513,0.55,4.9265,10
LGZ2433,2019,2019-11-24T00:00:00Z,November,TRE,B,5,Carex tristicha,3.5,1,3,"NA",0.032,0.023,0.182,0.187,0.18,2.811,3
LKW9098,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Carex tristicha,7,3,5,"NA",0.096,0.066,0.206,0.238,0.216,7.9953,5
LKY3375,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Paspalum bonplandianum,15,3,1,"NA",0.062,0.027,0.142,0.144,0.155,5.8942,1
LKZ2701,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Hieracium sp1,7.5,3,1,"NA",0.167,0.046,0.269,0.308,0.275,6.3939,1
LLA3242,2019,2019-11-28T00:00:00Z,November,PIL,C,5,Lycopodium clavatum,8,1,NA,Bulk,0.224,0.189,0.162,0.173,0.191,21.8322,NA
LLB3398,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Alchemilla sectada,2.5,2,5,"NA",0.026,0.022,0.281,0.242,0.27,2.7206,5
LLC0928,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Carex tristicha,4,1,4,"NA",0.044,0.029,0.198,0.213,0.0191,3.3663,4
LLD4974,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Vaccinium floribundum,23,3,10,"NA",0.15,0.087,0.506,0.555,0.583,4.451,10
LLE6570,2019,2019-11-28T00:00:00Z,November,PIL,C,5,Festuca blue,58,2,1,"NA",0.357,0.174,0.367,0.384,0.461,10.4718,1
LLF8774,2019,2019-11-26T00:00:00Z,November,WAY,C,3,Eriosorus cheilanthoides,33,1,1,"NA",0.313,0.121,0.323,0.455,0.518,10.6879,1
LLG5592,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Lycopodium clavatum,13,2,NA,Bulk,0.088,0.066,0.124,0.16,0.164,12.0218,NA
LLH5890,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Paspalum bonplandianum,16,2,1,"NA",0.032,0.014,0.106,0.117,0.174,3.7788,1
LLI5723,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Halenia umbellata,43,1,5,"NA",0.214,0.066,0.247,0.224,0.234,9.0344,5
LLJ5173,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Chaptalia cordata,4.5,2,1,"NA",0.318,0.076,0.527,0.592,0.504,7.9347,1
LLK5831,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Alchemilla sectada,4.3,1,5,"NA",0.033,0.023,0.198,0.219,0.207,4.3892,5
LLL4384,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Carex tristicha,6.5,2,5,"NA",0.091,0.064,0.216,0.094,0.216,7.9731,5
LLM9535,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Festuca blue,68,3,1,"NA",0.349,0.191,0.452,0.436,0.333,11.7646,1
LLN3813,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Hypochaeris taraxacoides,7,3,1,"NA",0.252,0.032,0.24,0.233,0.217,5.8905,1
LLO4497,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Lycopodiella cernua,15.5,3,5,"NA",0.143,0.068,0.874,0.891,0.943,4.2481,5
LLP8805,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Festuca blue,79,3,1,"NA",0.766,0.395,0.528,0.606,0.411,21.293,1
LLQ2139,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Festuca blue,123.5,3,1,"NA",0.71,0.336,0.554,0.492,0.562,19.5268,1
LLR1252,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Eriosorus cheilanthoides,23.5,2,1,"NA",0.69,0.12,0.602,0.641,0.538,9.3765,1
LLS5491,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Bomarea sp1,35,1,1,"NA",0.321,0.055,0.344,0.441,0.412,11.1842,2
LLT2158,2019,2019-11-28T00:00:00Z,November,PIL,C,5,Agrostis sp2,19,1,5,"NA",0.043,0.023,0.239,0.262,0.231,3.5178,5
LLU2865,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Carex boliviensis,13,3,2,"NA",0.08,0.035,0.244,0.199,0.2,4.1312,2
LLV1244,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Not stipa,65,2,1,"NA",0.279,0.123,0.605,0.56,0.555,5.3455,1
LLW1520,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Hypochaeris taraxacoides,3.5,2,1,"NA",0.154,0.026,0.248,0.224,0.234,4.946,1
LLX5545,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Lycopodiella cernua,17,1,5,"NA",0.124,0.053,0.889,0.91,0.885,NA,NA
LLY4971,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Festuca blue,51,2,1,"NA",0.259,0.149,0.447,0.408,0.328,9.6021,1
LLZ0975,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Festuca blue,67.5,2,1,"NA",0.378,0.182,0.444,0.399,0.43,14.393,1
LMA0632,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Eriosorus cheilanthoides,24.5,3,1,"NA",0.649,0.12,0.31,0.3,0.309,14.0935,1
LMB0002,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Gaulteria grande,120,3,1,"NA",0.264,0.14,0.468,0.451,0.454,6.6636,1
LMC2461,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Hypochaeris taraxacoides,9,1,1,"NA",0.154,0.02,0.208,0.187,0.195,5.6307,1
LMD2493,2019,2019-11-26T00:00:00Z,November,WAY,C,3,Eriosorus cheilanthoides,16,3,1,"NA",0.11,0.029,0.181,0.193,0.174,4.1057,1
LME2229,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Festuca blue,50,1,1,"NA",0.237,0.128,0.398,0.42,0.324,9.4145,1
LMF2447,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Festuca blue,99,1,1,"NA",0.464,0.249,0.41,0.446,0.429,15.3069,1
LMG4777,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Festuca blue,68.5,2,1,"NA",0.467,0.229,0.539,0.499,0.369,14.5198,1
LMH2094,2019,2019-11-27T00:00:00Z,November,WAY,B,4,Carex ecuadorica,35,3,1,"NA",0.045,0.011,0.2,0.195,0.218,1.7634,1
LMI0015,2019,2019-11-28T00:00:00Z,November,PIL,C,5,Gaultheria glomerata,10,3,4,"NA",0.194,0.074,0.446,0.476,0.432,6.6522,4
LMJ1956,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Carex boliviensis,22,2,1,"NA",0.057,0.023,0.237,0.232,0.211,2.8687,1
LMK7426,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Not stipa,82,1,1,"NA",0.378,0.142,0.62,0.515,0.57,5.91,1
LML8806,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Baccharis genistelloides,37,3,5,"NA",0.185,0.141,0.229,0.233,0.231,11.9379,3
LMM6097,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Stevia cuzcoensis,21,3,3,"NA",0.186,0.05,0.417,0.42,0.441,7.6229,3
LMN0428,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Myrsine,150,3,1,"NA",0.498,0.206,0.332,0.335,0.329,14.8898,1
LMO1261,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Stevia sp,21,3,2,"NA",0.149,0.033,0.332,0.38,0.335,5.6374,2
LMP0617,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Eriosorus cheilanthoides,31,1,1,"NA",0.599,0.112,0.319,0.312,0.363,10.0752,1
LMQ4686,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Gaulteria grande,110,1,1,"NA",0.251,0.13,0.448,0.41,0.436,6.8841,1
LMR3235,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Calamagrostis beauty,66,3,1,"NA",0.142,0.09,0.348,0.334,0.417,3.5197,1
LMS3906,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Rhynchospora brillante,35,3,1,"NA",0.595,0.171,0.323,0.354,0.252,20.4751,1
LMT0230,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Myrsine,75,1,1,"NA",0.193,0.078,0.349,0.347,0.349,6.2632,1
LMU1757,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Stevia sp,19,2,1,"NA",0.122,0.026,0.266,0.333,0.305,5.808,1
LMV4430,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Festuca blue,82,1,1,"NA",0.355,0.217,0.526,0.48,0.335,13.6744,1
LMW5619,2019,2019-11-27T00:00:00Z,November,WAY,B,4,Carex ecuadorica,16.5,4,2,"NA",0.082,0.026,0.226,0.229,0.223,3.215,2
LMX0054,2019,2019-11-28T00:00:00Z,November,PIL,C,5,Gaultheria glomerata,10,2,2,"NA",0.138,0.045,0.29,0.315,0.327,6.5268,2
LMY9338,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Carex boliviensis,9,1,2,"NA",0.067,0.025,0.245,0.233,0.228,3.0892,2
LMZ4698,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Gaulteria grande,115,2,1,"NA",0.622,0.243,0.404,0.477,0.451,19.2371,1
LNA6914,2019,2019-11-28T00:00:00Z,November,ACJ,B,3,Chaptalia cordata,6,3,2,"NA",0.32,0.072,0.59,0.57,0.56,7.8993,2
LNB4328,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Lycopodiella cernua,14,2,5,"NA",0.095,0.043,0.859,0.811,0.771,3.8123,5
LNC7567,2019,2019-11-27T00:00:00Z,November,WAY,B,1,Myrsine,120,2,1,"NA",0.511,0.173,0.343,0.339,0.36,15.0146,1
LND2354,2019,2019-11-26T00:00:00Z,November,WAY,C,1,Stevia sp,31,1,1,"NA",0.229,0.066,0.336,0.436,0.366,7.9915,1
LNE4543,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Gentiana sedifolia,7,1,NA,Bulk,0.138,0.05,0.236,0.313,0.289,6.9439,67
LNF6165,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Lycopodiella cernua,20,3,5,"NA",0.043,0.022,0.734,0.641,0.656,1.6171,5
LNG4343,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Viola wedelii,3,3,NA,Bulk,0.097,0.034,0.339,0.29,0.212,4.2557,49
LNH7667,2019,2019-11-26T00:00:00Z,November,WAY,C,3,Gentiana sedifolia,8,2,NA,Bulk,0.1,0.032,0.21,0.213,0.292,5.3673,52
LNI0779,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Hypochaeris taraxacoides,5,3,4,"NA",0.202,0.03,0.161,0.208,0.198,6.8353,4
LNJ3435,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Rhynchospora brillante,30.5,1,1,"NA",0.617,0.169,0.322,0.28,0.256,18.5627,1
LNK0903,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Paspalum bonplandianum,12,1,2,"NA",0.209,0.058,0.218,0.131,0.256,10.8796,2
LNL0183,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Eriosorus cheilanthoides,41,3,1,"NA",0.477,0.135,0.336,0.302,0.29,14.2906,1
LNM2221,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Hypericum andinum,23,2,NA,Bulk,0.136,0.09,0.14,0.155,0.181,13.4634,NA
LNN2372,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Eriosorus cheilanthoides,55,2,1,"NA",0.719,0.202,0.314,0.348,0.489,15.5835,1
LNO3912,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Lycopodiella cernua,11,2,5,"NA",0.075,0.036,0.81,0.812,0.72,2.3545,5
LNP9818,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Not stipa,55,3,1,"NA",0.119,0.081,0.636,0.552,0.429,3.939,1
LNR1996,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Hypochaeris taraxacoides,4.5,2,4,"NA",0.254,0.042,0.222,0.206,0.213,6.0313,4
LNS5380,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Sisyrinchium vaginatum,25,1,4,"NA",0.182,0.052,0.389,0.286,0.268,7.0685,4
LNT7671,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Paspalum bonplandianum,16.5,2,2,"NA",0.136,0.048,0.137,0.143,0.117,8.9201,2
LNU3646,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Lycopodiella cernua,13.5,1,5,"NA",0.085,0.038,0.625,0.553,0.605,3.46,5
LNV1365,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Not stipa,60,2,1,"NA",0.129,0.084,0.575,0.384,0.547,3.6489,1
LNW4106,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Gaultheria glomerata,19.5,1,1,"NA",0.141,0.046,0.533,0.475,0.488,3.6592,1
LNX0384,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Hypochaeris taraxacoides,5.5,1,4,"NA",0.233,0.035,0.186,0.203,0.195,7.5304,4
LNY9850,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Baccharis genistelloides,44,3,3,"NA",0.083,0.029,0.213,0.17,0.21,4.6824,3
LNZ4916,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Halenia umbellata,27,3,5,"NA",0.173,0.053,0.196,0.231,0.203,7.6849,5
LOA7347,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Baccharis genistelloides,35,1,3,"NA",0.311,0.096,0.176,0.204,0.206,18.512,3
LOB7447,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Hypericum andinum,20,1,NA,Bulk,0.137,0.086,0.168,0.17,0.21,12.8539,NA
LOC5307,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Eriosorus cheilanthoides,52,1,1,"NA",0.915,0.251,0.29,0.383,0.351,14.9544,1
LOD1153,2019,2019-11-26T00:00:00Z,November,WAY,C,3,Gentiana sedifolia,6.5,3,NA,Bulk,0.057,0.022,0.16,0.132,0.172,3.7118,57
LOE2058,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Hypericum andinum,18,3,NA,Bulk,0.018,0.013,0.124,0.14,0.159,2.9996,NA
LOF6163,2019,2019-11-26T00:00:00Z,November,WAY,C,3,Gentiana sedifolia,7,1,NA,Bulk,0.088,0.03,0.202,0.244,0.25,4.1781,31
LOG7870,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Paspalum bonplandianum,10,3,3,"NA",0.149,0.048,0.166,0.173,0.205,7.8647,3
LOH7465,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Baccharis genistelloides,27.5,2,3,"NA",0.204,0.066,0.223,0.174,0.21,12.2651,3
LOI6149,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Halenia umbellata,32,2,5,"NA",0.19,0.06,0.271,0.232,0.23,7.2198,5
LOJ3586,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Pernettya prostrata,11,3,5,"NA",0.038,0.014,0.512,0.492,0.477,1.192,5
LOK7436,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Sisyrinchium vaginatum,18,2,5,"NA",0.132,0.04,0.302,0.282,0.275,5.8147,5
LOL5710,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Brachyotum pubescente,84,3,5,"NA",0.085,0.045,0.385,0.407,0.339,3.191,5
LOM7083,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Puya leptostachya,19,3,1,"NA",1.046,0.319,1.04,0.904,0.713,18.7203,1
LON2499,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Gnaphalium dombeyanum,13,3,5,"NA",0.172,0.027,0.405,0.485,0.508,5.1834,5
LOO4642,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Brachyotum pubescente,102,2,5,"NA",0.104,0.052,0.457,0.419,0.442,3.5193,5
LOP9325,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Luzula narrow,16,3,1,"NA",0.054,0.046,0.255,0.263,0.263,3.1003,1
LOQ3157,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Gentiana sedifolia,10,2,NA,Bulk,0.107,0.033,0.258,0.279,0.286,5.8489,50
LOR0711,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Not stipa,52,1,1,"NA",0.131,0.083,0.558,0.515,0.477,3.7847,1
LOS4649,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Pernettya prostrata,23,2,5,"NA",0.074,0.036,0.602,0.494,0.54,1.8647,5
LOT3818,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Stevia cuzcoensis,13,2,3,"NA",0.192,0.048,0.427,0.395,0.437,7.2093,3
LOU3325,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Brachyotum pubescente,94,1,5,"NA",0.118,0.054,0.417,0.466,0.477,3.9556,5
LOV1649,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Puya leptostachya,12.5,2,1,"NA",1.196,0.305,0.846,0.804,0.62,19.0758,1
LOW1994,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Vaccinium floribundum,17,2,10,"NA",0.179,0.058,0.492,0.499,0.44,5.5245,10
LOX3919,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Elaphoglossum huacsaro,18.5,1,1,"NA",0.374,0.102,0.558,0.509,0.419,8.6567,1
LOY5055,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Pernettya prostrata,16,1,5,"NA",0.076,0.043,0.515,0.558,0.563,2.1358,5
LOZ9933,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Calamagrostis beauty,67,2,1,"NA",0.216,0.093,0.339,0.469,0.432,4.1899,1
LPA4973,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Werneria nubigena,15.5,3,1,"NA",1.268,0.271,1.431,0.731,0.615,16.3108,1
LPB6769,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Puya leptostachya,11.5,1,1,"NA",1.452,0.352,0.869,0.725,0.589,19.6205,1
LPC1202,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Vaccinium floribundum,19,3,10,"NA",0.147,0.056,0.499,0.484,0.478,4.4629,10
LPD2162,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Elaphoglossum huacsaro,18,2,1,"NA",0.322,0.113,0.48,0.41,0.478,7.8986,1
LPE2468,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Luzula narrow,15.5,2,1,"NA",0.052,0.038,0.242,0.278,0.298,2.8308,1
LPF1919,2019,2019-11-27T00:00:00Z,November,WAY,B,5,Gentiana sedifolia,6,3,NA,Bulk,0.071,0.026,0.217,0.217,0.168,4.8882,49
LPG4394,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Viola wedelii,1.5,2,NA,Bulk,0.073,0.046,0.182,0.196,0.179,7.8478,67
LPH0713,2019,2019-11-28T00:00:00Z,November,ACJ,B,5,Festuca blue,74,3,1,"NA",0.399,0.235,0.466,0.444,0.388,13.8261,1
LPI1428,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Calamagrostis beauty,50.5,1,1,"NA",0.161,0.08,0.453,0.436,0.34,3.4615,1
LPJ2715,2019,2019-11-26T00:00:00Z,November,WAY,C,5,Werneria nubigena,16,2,1,"NA",1.309,0.254,1.483,0.795,0.6,16.5144,1
