id,dry_weight_g,observations
BBT3329,0.0116,NA
BDK1065,0.0184,NA
CDA9342,0.0108,NA
CDE6757,0.0166,NA
BXX1882,0.0052,NA
BJT8862,0.0102,NA
BJR3132,0.0124,NA
BJU5399,0.0084,NA
AKO4652,0.0264,NA
AKN7109,0.019,NA
AKM5792,0.034,NA
BXT0239,0.0397,NA
BXP2397,0.0318,NA
BXL0226,0.0607,NA
AXI2974,0.0109,NA
AXH6633,0.0121,NA
BVW8046,0.0184,NA
AXD5189,0.013,NA
BVS2224,0.012,NA
BVC5384,0.0168,NA
BXO0666,0.0957,NA
BXK3244,0.0806,NA
BXG0751,0.0543,NA
CCW1533,0.0207,NA
CGD2629,0.0142,NA
BWR8413,0.0151,NA
CDB6537,0.0445,NA
CDJ7438,0.039,NA
CDC1674,0.0271,NA
BCP9007,0.025,NA
BCL1906,0.0505,NA
AFF2116,0.0139,NA
BFR1435,0.119,NA
BFN1445,0.1251,NA
BFM4142,0.1122,NA
BGP2526,0.092,NA
BGL1606,0.1109,NA
BGQ3334,0.1209,NA
BBK1325,0.113,NA
BGR9485,0.1204,NA
BGN2485,0.1154,NA
BFN8407,0.1424,NA
ADF3723,0.0127,NA
ATX9292,0.0102,NA
AAH3401,0.0084,NA
ATJ5219,0.0119,NA
ADZ3452,0.0155,NA
ABL1039,0.0181,NA
ABK6774,0.0198,NA
ACH3760,0.0197,NA
ABJ6329,0.0245,NA
ADP7756,0.0235,NA
AUL0806,0.0162,NA
AUT5695,0.0158,NA
AUS8955,0.0118,NA
AHY2796,0.0284,NA
AHX3240,0.021,NA
AHW9145,0.0293,NA
AID0930,0.0184,NA
BGU4733,0.0516,NA
AHO4802,0.0568,NA
AHU9337,0.044,NA
AHT7283,0.0591,NA
AHS3014,0.0612,NA
AHZ5218,0.0557,NA
AHP7215,0.0246,NA
ATD2896,0.0095,NA
ABO2241,0.013,NA
ATC1189,0.0105,NA
ACK2064,0.0129,NA
ACL820,0.0133,NA
ACJ5842,0.0164,NA
ATE4287,0.0139,NA
ABM7299,0.0176,NA
AUX5141,0.0109,NA
AVQ1916,0.0115,NA
AVO3151,0.0154,NA
AVP0214,0.0141,NA
AVM7408,0.0156,NA
BFT9536,0.0623,NA
BFO4074,0.0505,NA
BFK0583,0.0939,NA
BEH4888,0.0796,NA
BED4523,0.0793,NA
BDZ2036,0.1274,NA
BEI1150,0.1106,NA
BFJ2981,0.103,NA
BJD7505,0.1318,NA
BFI4689,0.1446,NA
BHP2121,0.1204,NA
BHL9697,0.0923,NA
BHH3084,0.1212,NA
BHG7419,0.15,NA
BHT4930,0.1229,NA
AIH7326,0.2546,NA
AIG2220,0.1657,NA
AIF7328,0.1965,NA
BCR7873,0.0414,NA
AWZ7731,0.0535,NA
AWW1795,0.0426,NA
AKV0950,0.0167,NA
AKW2482,0.1448,NA
AKY3574,0.0723,NA
BCZ3166,0.004,NA
AKR3541,0.0202,NA
BWX1198,0.1759,NA
AKD3292,0.0618,NA
AKB2948,0.0259,NA
AKA9802,0.0522,NA
BXU2822,0.0279,NA
BXQ0542,0.0142,NA
BXM0001,0.0096,NA
BXI0062,0.0154,NA
BXE7877,0.0267,NA
AKG1848,0.0256,NA
AKF1999,0.0346,NA
AKH9598,0.0716,NA
AKE2918,0.019,NA
AKI5063,0.033,NA
AJW6923,0.0168,NA
CBW0593,0.0336,NA
CCA2023,0.0335,NA
BXA4854,0.0391,NA
BXW5713,0.0419,NA
BXV7981,0.0424,NA
AJP6010,0.0156,NA
AJG6251,0.0122,NA
AJK7215,0.0093,NA
AJO3933,0.0384,NA
BXR1560,0.0849,NA
BXN4458,0.0528,NA
BXJ8297,0.0511,NA
BXF2129,0.1141,NA
BXB4580,0.0537,NA
BWK7308,0.0232,NA
BWG3149,0.0137,NA
BCW3456,0.0159,NA
AXL1721,0.0149,NA
AXK3395,0.0168,NA
AXJ7061,0.018,NA
BVJ5644,0.0206,NA
BVN9793,0.0157,NA
BVR3182,0.0476,NA
BVV6844,0.454,NA
BVZ4102,0.0246,NA
AJB8853,0.0105,NA
BDV1956,0.0089,NA
AZT6482,0.0091,NA
BBY2161,0.002,NA
BBU6966,0.0078,NA
BCW3886,0.0115,NA
AFG3654,0.038,NA
AFH6927,0.0235,NA
AFI2380,0.0215,NA
AFL3747,0.0072,NA
AZE5227,0.0163,NA
AFN5707,0.0074,NA
AFN3047,0.0178,NA
BBG2942,0.0261,NA
CZK1388,0.113,NA
CVB3468,0.1183,NA
CUX1680,0.1112,NA
CUT0863,0.0601,NA
BLB0298,0.1542,NA
AGY0443,0.092,NA
CUM5583,0.0577,NA
CRP0313,0.018,NA
AYE2081,0.0232,NA
AYD6574,0.0194,NA
AYC0583,0.0235,NA
AYB2119,0.0254,NA
AYA3362,0.0196,NA
AXZ3575,0.0426,NA
AXY1359,0.0396,NA
AXX2248,0.0446,NA
BKO4291,0.056,NA
BKN0250,0.0491,NA
BOA7727,0.0093,NA
BNS6580,0.0113,NA
BNO6456,0.0106,NA
BON0490,0.0105,NA
BOJ2251,0.0112,NA
BHQ5433,0.02059,NA
BUW5591,0.008,NA
BUS1756,0.0068,NA
AOS8317,0.0132,NA
AOT7539,0.008,NA
AOO6679,0.0139,NA
AOK9318,0.0142,NA
CGA3269,0.0159,NA
CFW3700,0.0157,NA
CFS9609,0.0176,NA
CFO5860,0.0195,NA
AFV6468,0.0209,NA
BLC7580,0.0187,NA
BMY5426,0.0233,NA
BMU4639,0.0219,NA
BOM7625,0.0221,NA
COY3821,0.0072,NA
CAA3576,0.0047,NA
CBE4301,0.0054,NA
CBF5268,0.0041,NA
CDL6900,0.073,NA
CXC6033,0.0319,NA
CPJ4884,0.0378,NA
CQD3030,0.422,NA
CPZ4857,0.0351,NA
CPB8831,0.0414,NA
CXK6630,0.016,NA
CWM3970,0.0279,NA
CWY6193,0.0306,NA
APC3482,0.021,NA
APG4938,0.0112,NA
APK5845,0.0171,NA
COX9217,0.0224,NA
CQG2496,0.0132,NA
BOF6005,0.0043,NA
BNX0682,0.0068,NA
BOD7266,0.0048,ID: BOB7266 B.O.B.7266
BOO5640,0.0049,NA
CMX6007,0.0074,NA
BNT3287,0.0061,NA
CMT6881,0.0055,NA
CMS0471,0.007,NA
CMW6891,0.0088,NA
CNA9373,0.0071,NA
CNE2957,0.0074,NA
CNI4987,0.0076,NA
CNM1180,0.0087,NA
CNQ6002,0.0109,NA
CNU8730,0.013,NA
BPR5529,0.0939,NA
CLG6515,0.0633,NA
CLC5316,0.0765,NA
CKY4277,0.0209,NA
CMN6905,0.0629,NA
CMJ5657,0.0373,NA
CMF3497,0.035,NA
CMB6291,0.0218,NA
CLX3823,0.0224,NA
CLT0754,0.0361,NA
CLP0896,0.0155,NA
CVP6346,0.0209,NA
CVT0461,0.0064,NA
CVS7098,0.015,NA
AHI0801,0.099,NA
AHE4272,0.0832,NA
AHA1547,0.087,NA
CUU1251,0.0174,NA
CVH8489,0.0367,NA
CVC1169,0.0181,NA
CMY6500,0.0592,NA
AFU4318,0.0535,NA
AFQ4784,0.0562,NA
AFY5122,0.0492,NA
AGC5581,0.0542,NA
AGG8353,0.0548,NA
CMU0940,0.0332,NA
CMR2436,0.0254,NA
CVL7949,0.0953,NA
CRN1464,0.147,NA
CRR7484,0.1112,NA
CUY2979,0.0975,NA
CUE7662,0.2559,NA
CXX4125,1.3157,NA
CHP4964,0.086,NA
AQO2917,0.1187,NA
CDT7728,0.1039,NA
AOF3079,0.2534,NA
AOB9208,0.2494,NA
ANX6046,0.1711,NA
ANT1261,0.2779,NA
AQN9078,0.1554,NA
CYE9151,0.0121,NA
CYA3349,0.0103,NA
CXW5856,0.0163,NA
CXS5928,0.0168,NA
CYF0619,0.0168,NA
APY5967,0.0137,NA
AOX1105,0.0107,NA
CFF6243,0.0115,NA
CEC4306,0.0145,NA
CEG5424,0.0137,NA
CEK1352,0.0144,NA
CEO9105,0.0167,NA
CES5935,0.0123,NA
CEW2172,0.0091,NA
CFA7659,0.009,NA
APU4440,0.0207,NA
CEX5438,0.0569,NA
CFB5184,0.0542,NA
CET3376,0.0388,NA
APM3849,0.0306,NA
APQ5417,0.0302,NA
CXN3306,0.0162,NA
CXJ2040,0.0403,NA
CXM0274,0.0525,NA
CXI5589,0.0327,NA
CXQ0795,0.0171,NA
CEP4593,0.0431,NA
CEL6663,0.0555,NA
AFR0503,0.033,NA
CXF0668,0.0046,NA
CXB4941,0.0059,NA
CWX0387,0.0033,NA
CWT5112,0.0036,NA
CWP6646,0.0064,NA
CXD1104,0.0074,NA
CWN1073,0.0078,NA
CWR0183,0.0103,NA
CWV6534,0.0105,NA
CWZ4760,0.0075,NA
CYZ6287,0.0495,NA
AFS6587,0.0224,NA
AHH9987,0.0159,NA
AQB6889,0.0119,NA
APX53583,0.0166,NA
AOU5634,0.0165,NA
AOY4173,0.0238,NA
APB5067,0.0104,NA
BIN2512,0.0715,NA
BII9464,0.0979,NA
BIR4394,0.1175,NA
BIQ0144,0.098,NA
BIV5629,0.1092,NA
BIM1986,0.037,NA
BIF7120,0.0577,NA
BIJ9955,0.0587,NA
BHW0704,0.0656,NA
BIE6205,0.0701,NA
BHO2021,0.152,NA
BHX1453,0.1348,NA
BHK5486,0.1522,NA
BHS1020,0.1589,NA
BIB0398,0.1787,NA
ABC4816,0.0184,NA
AAM1673,0.0166,NA
AAK1305,0.0131,NA
AEA4811,0.0127,NA
AAJ1133,0.0169,NA
ABF2214,0.0143,NA
ACD5747,0.0165,NA
ABE9156,0.0154,NA
ACC7360,0.018,NA
ABD7604,0.0175,NA
ABI2402,0.015,NA
ABH3333,0.015,NA
ACF7763,0.0156,NA
ABG6775,0.0076,NA
ACE7565,0.0137,NA
AEH515,0.0213,NA
AEG5038,0.0288,NA
AEF2999,0.043,NA
AEE2202,0.0534,NA
ATP1390,0.0463,NA
AVG6257,0.0231,NA
AVE4471,0.0445,NA
AVJ3855,0.0416,NA
AVB4528,0.0313,NA
AUG4202,0.039,ID: AUG4202 A.U.G.4202
AVN3202,0.0275,NA
AVL7448,0.068,NA
AVK6985,0.018,NA
AVI3231,0.035,NA
AVH1607,0.0284,NA
AUC5123,0.0278,NA
AEW0937,0.023,NA
AEJ6279,0.026,NA
ATH7116,0.0176,NA
AEZ3585,0.0172,NA
AFA0140,0.01,NA
AUU1024,0.0165,NA
AEY6415,0.0204,NA
AEI1103,0.0199,NA
ABZ5836,0.0222,NA
AAY3045,0.0226,NA
AAX4219,0.0228,NA
ABY2122,0.0236,NA
BGH0791,0.1047,NA
BGD0457,0.1349,NA
BGA6044,0.1371,NA
BGB9549,0.1299,NA
AGZ7243,0.138,NA
BCG1548,0.0958,NA
BGW0254,0.1356,NA
BHA7883,0.0802,NA
BGM5825,0.1926,NA
AYZ0852,0.1881,NA
BCC0020,0.1678,NA
AZH7991,0.0362,NA
BHC0873,0.0322,NA
EGY8223,0.0326,NA
BFQ6881,0.0198,NA
BAD9325,0.0385,NA
BBM4168,0.0358,NA
BGG6914,0.0529,NA
BGC9326,0.0481,NA
BFY7624,0.0473,NA
BHD6397,0.0414,NA
BGV5645,0.0458,NA
BFC4303,0.192,NA
BBX7809,0.1304,NA
BCM7248,0.1016,NA
AHR0591,0.0384,NA
AHV6564,0.0504,NA
AHQ2490,0.0406,NA
BFH2067,0.1489,NA
BCX5328,0.5064,NA
BDN3235,1.4945,NA
AYX1168,0.0128,NA
BDF8648,0.0854,NA
AYW8578,0.0143,NA
AZZ2175,0.0947,NA
BHE1948,0.0636,NA
BAU9263,0.0193,NA
BAY7753,0.0397,NA
BAZ9444,0.0206,NA
AIC7150,0.0542,NA
AIB4312,0.0657,NA
AIA8185,0.0187,NA
BHR1816,0.0617,NA
BCF1541,0.0911,NA
AAU6819,0.0423,NA
BHN3887,0.1434,NA
AKX4299,0.0338,NA
AKZ8833,0.0261,NA
ALA5686,0.0344,NA
BBI6535,0.0405,NA
AZW5426,0.1047,NA
ANC4641,0.0102,NA
AMY4078,0.0094,NA
APR6509,0.02,ID: APR6509 A.P.R.6509
APV6509,0.0055,NA
AQC1263,0.0157,NA
ANS5168,0.0227,NA
ANK0018,0.0291,NA
ANO0763,0.0206,NA
AOA7789,0.0146,NA
ANG3568,0.0308,NA
CCE3930,0.0059,NA
CBS1181,0.0058,NA
CCI4859,0.0059,NA
CCM6658,0.0058,NA
CCU7002,0.0058,NA
CCF5239,0.0054,NA
CCJ0794,0.0064,NA
CCN4679,0.0065,NA
ANU1186,0.0349,NA
CCR6812,0.0053,NA
BZS3165,0.0142,NA
CCV5947,0.0054,NA
ANY4201,0.0346,NA
AOG8957,0.0115,NA
AOC2233,0.0308,NA
BZV5431,0.0141,NA
BZU2725,0.0272,NA
BZT2755,0.0224,NA
CGU2493,0.011,NA
CDN2228,0.0451,NA
CBJ7311,0.0104,NA
CGQ2823,0.0119,NA
BZL2942,0.008,NA
BWP6443,0.0108,NA
BWT0686,0.0092,NA
BUH6700,0.0101,NA
CBA3110,0.0102,NA
AOQ4974,0.0598,NA
CGH8872,0.0626,NA
CGL9029,0.0415,NA
AND4626,0.0692,NA
AMZ0187,0.0881,NA
CIQ6394,0.0419,NA
CIM6433,0.0609,NA
CII2067,0.0612,NA
CIE3881,0.0549,NA
CID2799,0.0619,NA
AZQ1558,0.0964,NA
AZM4688,0.1382,NA
CKE0640,0.0298,NA
CKA7021,0.0258,NA
CJW6503,0.0255,NA
COC7593,0.0448,NA
COG6328,0.03,NA
COK9038,0.0446,NA
COJ3916,0.0436,NA
COF0468,0.045,NA
BMG2458,0.0062,NA
AQM0288,0.0054,NA
AQI6603,0.0156,NA
AQJ2521,0.0112,NA
BIY3008,0.0724,NA
BHU0841,0.01926,NA
CUA1581,0.2866,NA
CUP9162,0.0937,NA
CUL0680,0.1128,NA
CUH7312,0.083,NA
AQK5616,0.0142,NA
AQL4649,0.0093,NA
AQE5913,0.0174,NA
AQF9992,0.0123,NA
CEY7459,0.0224,NA
CUD5927,0.1198,NA
ATY7432,0.0192,NA
AYN2714,0.0184,NA
AOW1278,0.0178,NA
CWK0867,0.0149,NA
CWO1363,0.0112,NA
CWS7219,0.0192,NA
CWW4359,0.018,NA
APH0115,0.016,NA
APL1327,0.007,NA
APP1533,0.0058,NA
APT4506,0.0058,NA
APA0204,0.01,NA
BMS4371,0.0245,NA
CHY1829,0.0358,NA
CHU2037,0.0363,NA
CHQ3814,0.0214,NA
CHM7527,0.0395,NA
CIX6883,0.038,NA
VIT7207,0.0988,NA
CNY7719,0.0685,NA
CIP5336,0.0507,NA
BDE7008,0.0133,NA
BCY3557,0.0166,NA
BDI1045,0.0127,NA
CCS1695,0.0218,NA
BOP2043,0.2498,NA
BOK4212,0.323,NA
BND3322,0.0841,NA
CVO2969,0.2681,NA
CVK3948,0.3024,NA
CVG6533,0.2356,NA
BLN6296,0.0167,NA
BLJ4935,0.0065,NA
BLF4528,0.0115,NA
BLH4686,0.1515,NA
BLD0780,0.2372,NA
BKZ4326,0.0892,NA
BMC0849,0.0429,NA
CIG8658,0.0363,NA
CIC5733,0.0351,NA
CME5357,0.0302,NA
BKR4638,0.0317,NA
BKS6261,0.0354,NA
BKW1860,0.0225,NA
BKT6119,0.025,NA
BKX7899,0.0313,NA
BVE8215,0.0276,NA
BVA6015,0.0337,NA
BGR0051,0.1607,NA
CNN1831,0.1479,NA
COL9765,0.0754,NA
COH0675,0.1724,NA
COD2821,0.1647,NA
CNZ4333,0.109,NA
BLU0713,0.0196,NA
CND181,0.0093,NA
CMZ4872,0.0091,NA
CMV5314,0.0112,NA
CSM9193,0.0149,NA
COI1685,0.0142,NA
COE6169,0.0166,NA
COA5712,0.0173,NA
BLQ1414,0.0414,NA
CCO2481,0.0266,NA
CCK5600,0.0159,NA
CCG8293,0.0351,NA
CCY0294,0.0386,NA
CDI1294,0.0129,NA
CJC2516,0.0055,NA
CJK2263,0.0065,NA
CJO4442,0.0076,NA
CJG5975,0.0092,NA
BYF6086,0.0119,NA
BYX7069,0.0121,NA
BYE5193,0.0081,NA
BYD4418,0.0124,NA
BYC0095,0.0084,NA
CBR2154,0.0096,NA
CCZ6387,0.0114,NA
CDD1775,0.0097,NA
CDH1159,0.0101,NA
CDG8261,0.0098,NA
CBQ3609,0.0091,NA
CBP0312,0.0093,NA
CBT1214,0.0061,NA
CBX5338,0.0095,NA
CCB3507,0.0088,NA
CAZ7924,0.0158,NA
CEH6579,0.0173,NA
CDX0578,0.0138,NA
CDW0498,0.0094,NA
BZI0031,0.0304,NA
BZJ9380,0.029,NA
CDO4494,0.0248,NA
CDM3436,0.0243,NA
CBN5899,0.0279,NA
AOH9979,0.0098,NA
AOD6100,0.0078,NA
ANZ6963,0.0083,NA
ANV3575,0.0099,NA
CGF5288,0.0084,NA
CGV7218,0.0206,NA
CGZ1609,0.0222,NA
ANN4579,0.0117,NA
ANR7358,0.0122,NA
CGB8880,0.0082,NA
CGI70881,0.011,NA
CGE7570,NA,no leaf
CGN1307,0.0108,NA
CGR1944,0.0126,NA
CMH0413,0.2756,NA
CMD8567,0.2215,NA
CLZ5293,0.3122,NA
CLV6461,0.308,NA
CLR7350,0.2278,NA
CFV4255,0.114,NA
CFR1930,0.1318,NA
CFN6705,0.0456,NA
CFJ2489,0.0253,NA
CHA4858,0.0756,NA
CNF3709,0.0367,NA
CLD8557,0.0775,NA
CKV1272,0.1253,NA
CKZ6123,0.0636,NA
CKW3355,0.1002,NA
CHE2338,0.0373,NA
CHF2877,0.0437,NA
BUL7436,0.049,NA
CBF2923,0.0506,NA
CCD3127,0.048,NA
CHG9792,0.0497,NA
CHI1884,0.049,NA
CHJ1270,0.0557,NA
CHC8847,0.035,NA
CHD5918,0.0626,NA
CHZ3616,0.0383,NA
CHV5788,0.0476,NA
CHR0371,0.0489,NA
CHN9315,0.0514,NA
CLU1105,0.019,NA
CLY7843,0.023,NA
CIL5643,0.0509,NA
CMO6578,0.0463,NA
CMK8669,0.0579,NA
CMG6307,0.044,NA
CMC6508,0.0491,NA
CAN8696,0.0671,NA
AOM2689,0.0543,NA
AOI8001,0.0445,NA
ANW8854,0.0351,NA
AOE1390,0.0416,NA
APZ0064,0.0237,NA
AQD3230,0.029,NA
AQH2804,0.0264,NA
ANB5703,0.0189,NA
ANF1645,0.0321,NA
AJM5856,0.0142,NA
AJI9956,0.0143,NA
AJR6842,0.0137,NA
CDZ4679,0.0155,NA
CED4085,0.0159,NA
CAT5640,0.0039,NA
AJJ8483,0.0052,NA
AJQ7521,0.0052,NA
CDV3004,0.0075,NA
CGM1306,0.044,NA
CAP2035,0.027,NA
CAM2696,0.0193,NA
CAK1264,0.0271,NA
CAJ1115,0.0262,NA
AJN5736,0.026,NA
BZR3802,0.025,NA
BZY2092,0.0195,NA
BZZ0114,0.023,NA
CBD3438,0.021,NA
CBG6624,0.0234,NA
BZM2666,0.0203,NA
BZN7291,0.0225,NA
BZO2650,0.0241,NA
BZP5734,0.0227,NA
BZQ5357,0.008,NA
CGW0865,0.1017,NA
CGS6519,0.101,NA
CGO3308,0.1352,NA
CGK0647,0.1299,NA
ANH5850,0.1301,NA
CER9449,0.2167,NA
CEZ2930,0.1865,NA
CFD9330,0.1642,NA
CEV2271,0.1073,NA
ANL5301,0.2107,NA
CJJ5671,0.0566,NA
CJF2547,0.0323,NA
CJA3219,0.0389,NA
CJB1520,0.0473,NA
CIU1102,0.0527,NA
CIH3634,0.0148,NA
CJN4110,0.0182,NA
CLN4289,0.0224,NA
CLU4763,0.0143,NA
CLF1031,0.0156,NA
ANI7964,0.0438,NA
ANE0486,0.1345,NA
ANA7404,0.1062,NA
AOR3155,0.1136,NA
AON1951,0.143,NA
AQU0802,0.0419,NA
BFZ2035,0.1003,NA
CGJ2703,0.0114,NA
APW1977,0.0436,NA
BJE0168,0.074,NA
CMM4524,0.0793,"stored wet inside a ziplock bag,  then dried again"
AQA0121,0.0391,"stored wet inside a ziplock bag,  then dried again"
CMI2912,0.0728,"stored wet inside a ziplock bag,  then dried again"
