id,day,site,elevation,genus,species,project,experiment,plot_id,individual_nr,leaf_nr,plant_height_cm,plant_length_cm,bulk_nr_leaves,length_cm,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,notes1,notes2
APJ5344,14,TRE,NA,Gaultheria,glomerata,T,C,1,1,4,4.7,NA,NA,NA,0.04,0.411,0.436,0.423,NA,NA,NA
CNG5770,14,TRE,NA,Vaccinium,floribundum,T,C,5,2,1,5.7,NA,5,NA,0.094,0.438,0.387,0.356,NA,NA,NA
CIC5733,14,TRE,NA,Vaccinium,floribundum,T,C,4,2,4,21,NA,5,NA,0.09,0.39,0.388,0.356,NA,NA,NA
APA0204,14,TRE,NA,Halenia,umbellata,T,C,4,1,1,10,NA,NA,NA,0.043,0.278,0.261,0.263,NA,NA,NA
BVE8215,14,TRE,NA,Vaccinium,floribundum,T,C,4,1,2,20,NA,5,NA,0.058,0.328,0.382,0.364,NA,NA,NA
CXK6630,14,TRE,NA,Lachemilla,orbiculata,T,C,2,2,3,8.9,NA,NA,NA,0.058,0.179,0.203,0.267,"leaf is immature, couldn't stretch out leaves for scanning :(",NA,NA
AYH7143,14,TRE,NA,Lachemilla,orbiculata,T,C,5,2,4,3.8,NA,NA,NA,0.101,0.227,0.206,0.238,NA,NA,NA
CQA1732,14,TRE,NA,Rhynchospora,macrochaeta,T,C,3,1,4,21,29,NA,NA,0.236,0.296,0.291,0.303,NA,NA,NA
CPJ4884,14,TRE,NA,Lachemilla,orbiculata,T,C,2,1,4,2.3,NA,NA,NA,0.13,0.321,0.302,0.271,NA,NA,NA
AYB2119,14,TRE,NA,Vaccinium,floribundum,T,C,2,2,2,7,NA,5,NA,0.059,0.392,0.411,0.395,NA,NA,NA
AYC0583,14,TRE,NA,Vaccinium,floribundum,T,C,2,2,3,7,NA,5,NA,0.054,0.409,0.367,0.42,NA,NA,NA
CXC6033,14,TRE,NA,Lachemilla,orbiculata,T,C,2,1,5,2.5,NA,NA,NA,0.115,0.271,0.252,0.249,NA,NA,NA
CMF3497,14,TRE,NA,Gaultheria,glomerata,T,C,2,1,5,8,NA,NA,NA,0.077,0.498,0.508,0.509,NA,NA,NA
CHU2037,14,TRE,NA,Gaultheria,glomerata,T,C,4,1,4,14,NA,NA,NA,0.096,0.378,0.391,0.435,NA,NA,NA
CJZ6289,14,TRE,NA,Vaccinium,floribundum,T,C,3,1,2,11,NA,5,NA,0.056,0.267,0.303,0.335,NA,NA,NA
CLI2719,14,TRE,NA,Pernettya,prostrata,T,BB,2,2,NA,2,NA,5,NA,0.178,0.393,0.392,0.375,NA,NA,NA
CHQ3814,14,TRE,NA,Gaultheria,glomerata,T,C,4,1,3,14,NA,NA,NA,0.053,0.358,0.34,0.359,NA,NA,NA
APN9462,14,QUE,NA,Paspalum,bonplandianum,S,NA,NA,3,NA,NA,NA,NA,NA,0.315,0.112,0.103,0.111,NA,NA,NA
CNQ6002,14,TRE,NA,Halenia,umbellata,T,C,2,1,2,7,NA,NA,NA,0.041,0.202,0.2,0.175,NA,NA,NA
CDN2228,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,1,3,9.5,9.8,NA,NA,0.033,0.194,0.231,0.222,NA,NA,NA
BUG0215,13,WAY,NA,Paspalum,bonplandianum,Trait,C,2,1,1,17,18.5,NA,NA,0.057,0.095,0.111,0.105,NA,NA,NA
CFP4042,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,2,2,7.5,NA,NA,NA,0.153,NA,NA,NA,Leaf was found missing at the leaf thickness stage,NA,NA
CAT5640,13,WAY,NA,Halenia,umbellata,Trait,C,3,2,5,5.3,NA,1,NA,0.02,0.135,0.137,0.127,NA,NA,NA
AJQ7521,13,WAY,NA,Halenia,umbellata,Trait,C,3,2,3,5.3,NA,1,NA,0.022,0.182,0.189,0.19,NA,NA,NA
AIZ2577,12,QUE,NA,Carex,pygmaea,Trait,BB,3,2,NA,4.1,NA,3,NA,0.032,0.115,0.117,0.084,NA,NA,NA
CGN1307,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,3,2,9,NA,NA,NA,0.035,0.11,0.122,0.114,NA,NA,NA
BWB8893,12,QUE,NA,Agrostis,foliata,Trait,BB,3,1,NA,7,NA,10,NA,0.082,0.276,0.254,0.219,NA,NA,NA
AYU4285,12,QUE,NA,Vaccinium,floribundum,Trait,BB,5,1,NA,3.2,NA,5,NA,0.084,0.304,0.282,0.366,NA,NA,NA
AJY0858,12,QUE,NA,Gamochaeta,coarctata,Trait,BB,1,3,NA,3.5,NA,2,NA,0.02,0.201,0.199,0.147,NA,NA,NA
AWF9650,12,QUE,NA,Oreomyrhys,andicola,Trait,BB,1,1,2,3,NA,NA,NA,0.126,0.122,0.135,0.188,NA,NA,NA
AYR2897,12,QUE,NA,Hypericum,andinum,Trait,BB,5,3,NA,3.3,NA,NA,7.5,0.023,0.153,0.138,0.115,Some leaves are not the greatest but there was not a lot of sample to take from,NA,NA
AJT3939,12,QUE,NA,Gamochaeta,coarctata,Trait,BB,1,5,NA,2.9,NA,3,NA,0.02,0.118,0.214,0.156,NA,NA,NA
CFL6675,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,2,3,7.5,NA,NA,NA,0.115,0.51,0.464,0.355,NA,NA,NA
CGR1944,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,3,1,9,NA,NA,NA,0.045,0.119,0.121,0.105,NA,NA,NA
CBN5899,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,2,1,2,NA,NA,NA,0.092,0.2,0.308,0.213,NA,NA,NA
CGF5288,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,1,1,10,NA,NA,NA,0.025,0.063,0.058,0.071,NA,NA,NA
AJJ8483,13,WAY,NA,Halenia,umbellata,Trait,C,3,2,4,5.3,NA,1,NA,0.023,0.125,0.138,0.149,NA,NA,NA
CED4085,13,WAY,NA,Halenia,umbellata,Trait,C,3,1,1,22,NA,1,NA,0.064,0.226,0.213,0.219,NA,NA,NA
BWW2337,12,QUE,NA,Luzula,racemoss,Trait,BB,5,1,NA,8.1,NA,1,NA,0.086,0.187,0.164,0.168,NA,NA,NA
CAD2699,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,1,4,13,NA,NA,NA,0.253,0.464,0.472,0.479,NA,NA,NA
CAG0238,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,2,3,18,NA,NA,NA,0.148,0.403,0.392,0.397,Brown spot on leaf,NA,NA
CAE6952,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,1,5,18,NA,NA,NA,0.108,0.413,0.398,0.388,NO plant height recorded,NA,NA
BUR9600,12,QUE,NA,Agrostis,breviculmis,Trait,BB,3,3,NA,2,NA,5,NA,0.008,0.137,0.107,0.114,NA,NA,NA
AJH6752,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,1,1,5.8,NA,NA,NA,0.109,0.249,0.211,0.219,NA,NA,NA
CDP3189,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,2,3,3.7,NA,NA,NA,0.211,0.228,0.221,0.263,The leaf is sub par multuiple holes and patchy,NA,NA
CDR9450,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,1,4,5.8,NA,NA,NA,0.113,0.237,0.183,0.221,NA,NA,NA
AJM5856,13,WAY,NA,Halenia,umbellata,Trait,C,3,1,5,22,NA,1,NA,0.049,0.153,0.135,0.179,NA,NA,NA
CDQ3517,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,1,2,5.8,NA,NA,NA,0.034,0.164,0.161,0.158,NA,NA,NA
CDU6030,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,1,3,5.8,NA,NA,NA,0.108,0.211,0.209,0.196,NA,NA,NA
CDS3004,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,2,1,3.7,NA,NA,NA,0.19,0.291,0.295,0.305,NA,NA,NA
CAS0411,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,1,5,5.8,NA,NA,NA,0.107,0.247,0.267,0.237,NA,NA,NA
CAQ2968,13,WAY,NA,Lachemilla,arbiculata,Trait,C,2,1,1,5.1,NA,NA,NA,0.14,0.294,0.221,0.244,NA,NA,NA
CGI7081,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,3,5,9,NA,NA,NA,0.035,0.087,0.1,0.11,NA,NA,NA
CAR3559,13,WAY,NA,Lachemilla,arbiculata,Trait,C,2,1,2,5.1,NA,NA,NA,0.082,0.3,0.243,0.268,NA,NA,NA
BZD4421,13,WAY,NA,Lachemilla,arbiculata,Trait,C,2,1,4,5.1,NA,NA,NA,0.134,0.268,0.207,0.192,NA,NA,NA
BZC3039,13,WAY,NA,Lachemilla,arbiculata,Trait,C,2,1,3,5.1,NA,NA,NA,0.132,0.235,0.242,0.243,NA,NA,NA
AJR6847,13,WAY,NA,Halenia,umbellata,Trait,C,3,1,3,22,NA,1,NA,0.056,0.173,0.191,0.171,NA,NA,NA
BXS0867,12,QUE,NA,Agrostis,foliata,Trait,BB,3,2,NA,7,NA,11,NA,0.052,0.138,0.13,0.141,NA,NA,NA
CGV7218,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,2,5,12,NA,NA,NA,0.064,0.119,0.106,0.091,Little bit eaten,NA,NA
BZP5734,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,2,2,19,31,NA,NA,0.075,0.132,0.129,0.112,NA,NA,NA
ANZ6963,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,1,3,10,NA,NA,NA,0.027,0.048,0.048,0.049,NA,NA,NA
BZO2650,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,2,3,19,31,NA,NA,0.08,0.123,0.094,0.109,NA,NA,NA
AOD6100,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,1,4,10,NA,NA,NA,0.029,0.053,0.047,0.068,NA,NA,NA
AQC1263,12,WAY,NA,Gaultheria,glomerata,Trait,C,4,1,1,10.8,NA,NA,NA,0.037,0.325,0.307,0.297,NA,NA,NA
BZI0031,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,2,5,2,NA,NA,NA,0.118,0.221,0.239,0.201,NA,NA,NA
CBI7029,13,WAY,NA,Paspalum,bonplandianum,Trait,C,1,1,5,10,11.5,NA,NA,0.033,0.127,0.136,0.082,NA,NA,NA
CAF5314,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,2,1,18,NA,NA,NA,0.045,0.298,0.284,0.27,NA,NA,NA
CBO9016,12,QUE,NA,Caramagrostis,tarmensis,Trait,BB,5,3,NA,13,NA,3,NA,0.038,0.255,0.19,0.206,Rolled - take double area,NA,NA
CDO4494,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,2,3,20,NA,NA,NA,0.09,0.245,0.198,0.239,NA,NA,NA
CDM3436,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,2,2,2,NA,NA,NA,0.102,0.302,0.295,0.261,NA,NA,NA
CAI9910,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,2,2,18,NA,NA,NA,0.146,0.401,0.403,0.397,NA,NA,NA
BUJ1931,12,QUE,NA,Caramagrostis,tarmensis,Trait,BB,1,2,NA,19,5,NA,NA,0.009,0.216,0.203,0.227,NA,NA,NA
AOL7222,12,WAY,NA,Lachemilla,orbiculata,Trait,C,1,1,2,2.4,NA,NA,NA,0.091,0.288,0.297,0.276,NA,NA,NA
CFM7012,13,WAY,NA,Halenia,umbellata,Trait,C,1,2,2,11,NA,NA,NA,0.073,0.239,0.238,0.239,NA,NA,NA
CFQ2666,13,WAY,NA,Halenia,umbellata,Trait,C,1,2,3,11,NA,NA,NA,0.069,0.261,0.23,0.283,NA,NA,NA
BUN7653,12,QUE,NA,Caramagrostis,tarmensis,Trait,BB,1,1,NA,11,NA,5,NA,0.073,0.185,0.174,0.175,Folded leaves,NA,NA
CEH6579,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,1,3,5,NA,NA,NA,0.064,0.219,0.197,0.207,NA,NA,NA
BZW7542,13,WAY,NA,Halenia,umbellata,Trait,C,1,2,5,11,NA,1,NA,0.078,0.21,0.235,0.215,NA,NA,NA
CAZ7924,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,1,4,5,NA,NA,NA,0.048,0.235,0.22,0.183,NA,NA,NA
ANR7358,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,2,2,12,NA,NA,NA,0.044,0.105,0.096,0.125,NA,NA,NA
BUF4137,12,QUE,NA,Luzula,racemoss,Trait,BB,5,2,NA,5.6,NA,1,NA,0.035,0.396,0.459,0.395,NA,NA,NA
CFX6582,12,WAY,NA,Lachemilla,orbiculata,Trait,C,1,1,3,2.4,NA,NA,NA,0.104,0.276,0.298,0.299,NA,NA,NA
ATU6733,12,QUE,NA,Oreomyrhys,andicola,Trait,BB,1,1,3,3,NA,1,NA,0.076,0.168,0.144,0.53,NA,NA,NA
BZM2666,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,2,5,19,31,NA,NA,0.073,0.127,0.13,0.096,NA,NA,NA
BZL2942,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,2,2,6.5,8,1,NA,0.03,0.104,0.118,0.093,NA,NA,NA
CGB8880,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,2,1,12,NA,NA,NA,0.033,0.111,0.09,0.08,NA,NA,NA
BWT0686,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,2,4,6.5,8,1,NA,0.034,0.101,0.138,0.12,NA,NA,NA
BUV5121,12,QUE,NA,Agrostis,breviculmis,Trait,BB,3,2,NA,3.5,NA,5,NA,0.008,0.163,0.146,0.129,NA,NA,NA
CFU4917,13,WAY,NA,Halenia,umbellata,Trait,C,1,2,4,11,NA,1,NA,0.078,0.191,0.194,0.2,NA,NA,NA
BUZ7503,12,QUE,NA,Agrostis,breviculmis,Trait,BB,3,1,NA,3,NA,5,NA,0.008,0.14,0.113,0.16,NA,NA,NA
BUH6700,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,2,5,6.5,8,1,NA,0.035,0.072,0.081,0.098,NA,NA,NA
CGZ1609,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,2,4,12,NA,NA,NA,0.068,0.129,0.085,0.098,NA,NA,NA
AXG1693,12,QUE,NA,Calamagrostis,tarmensis,Trait,BB,1,3,NA,20,NA,5,NA,0.069,0.193,0.209,0.195,Leaves rolled,NA,NA
BZN7291,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,2,4,19,31,NA,NA,0.074,0.112,0.118,0.127,NA,NA,NA
BVT7166,12,QUE,NA,Calamagrostis,tarmensis,Trait,BB,5,2,NA,12,NA,3,NA,0.03,0.116,0.107,0.109,Leaves rolled,NA,NA
ANN4579,12,WAY,NA,Paspalum,bonplandianum,Trait,C,5,2,3,12,NA,NA,NA,0.039,0.086,0.074,0.116,NA,NA,NA
BWU0902,12,QUE,NA,Calamagrostis,beauty,Trait,BB,1,3,NA,18,NA,5,NA,0.096,0.16,0.181,0.246,Leaves rolled,NA,NA
BWQ1330,12,QUE,NA,Calamagrostis,beauty,Trait,BB,1,2,NA,12.9,NA,5,NA,0.04,0.131,0.144,0.115,Leaves rolled,NA,NA
BWM3403,12,QUE,NA,Calamagrostis,beauty,Trait,BB,1,1,NA,15,NA,6,NA,0.045,0.126,0.122,0.123,Leaves rolled,NA,NA
CDG8261,13,WAY,NA,Halenia,umbellata,Trait,C,5,2,1,8.5,NA,NA,NA,0.044,0.237,0.213,0.258,NA,NA,NA
BYI3448,13,WAY,NA,Helenia,umbellata,Trait,C,2,4,1,15,NA,NA,NA,0.045,0.148,0.166,0.158,NA,NA,NA
CCV5947,13,WAY,NA,Helenia,umbellata,Trait,C,4,2,1,11.5,NA,NA,NA,0.027,0.155,0.168,0.158,Leaf is uncharacteristically spotty,NA,NA
CCR6812,13,WAY,NA,Helenia,umbellata,Trait,C,4,2,2,11.5,NA,NA,NA,0.022,0.182,0.178,0.155,Leaf is uncharacteristically spotty,NA,NA
CCS1695,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,1,5,8.1,NA,1,NA,0.045,0.366,0.327,0.352,NA,NA,NA
BYM2497,13,WAY,NA,Helenia,umbellata,Trait,C,2,4,5,15,NA,NA,NA,0.06,0.162,0.188,0.174,"Minor nibbles on margin. Got stuck on tape during scanning, lost parts of the leaf.",NA,NA
CAJ1115,13,WAY,NA,Lachemilla,orbiculata,Trait,C,3,1,2,2.8,NA,NA,NA,0.069,0.265,0.199,0.171,NA,NA,NA
CCJ0794,13,WAY,NA,Helenia,umbellata,Trait,C,4,2,4,11.5,NA,NA,NA,0.028,0.141,0.166,0.137,Leaf is uncharacteristically spotty,NA,NA
CCF5239,13,WAY,NA,Helenia,umbellata,Trait,C,4,2,5,11.5,NA,NA,NA,0.021,0.167,0.162,0.113,Leaf is uncharacteristically spotty,NA,NA
AJN5736,13,WAY,NA,Lachemilla,orbiculata,Trait,C,3,1,1,28,NA,NA,NA,0.071,0.214,0.215,0.2,NA,NA,NA
BZF1621,13,WAY,NA,Lachemilla,arbiculata,Trait,C,2,2,1,5.2,NA,NA,NA,0.035,0.181,0.202,0.192,NA,NA,NA
BZB2183,13,WAY,NA,Lachemilla,arbiculata,Trait,C,2,2,2,5.2,NA,NA,NA,0.035,0.221,0.197,0.199,NA,NA,NA
BZV5431,13,WAY,NA,Lachemilla,orbiculata,Trait,C,4,2,3,3.7,NA,NA,NA,0.05,0.395,0.224,0.268,NA,NA,NA
AJU4056,13,WAY,NA,Paspalum,bonplandianum,Trait,C,2,2,5,12,12.5,NA,NA,0.048,0.077,0.061,0.042,NA,NA,NA
AOP1817,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,1,1,2.4,NA,NA,NA,0.092,0.245,0.223,0.348,NA,NA,NA
CDY9931,13,WAY,NA,Paspalum,bonplandianum,Trait,C,2,1,5,17,18.5,NA,NA,0.041,0.086,0.092,0.108,Around 0.6cm nibble was had,NA,NA
CGY4377,13,WAY,NA,Paspalum,bonplandianum,Trait,C,1,1,1,10,11.5,NA,NA,0.04,0.071,0.076,0.079,NA,NA,NA
CFH3622,13,WAY,NA,Halenia,umbellata,Trait,C,1,1,3,12,NA,NA,NA,0.067,0.212,0.214,0.205,NA,NA,NA
AYS4952,12,WAY,NA,Hypericum,andinum,Trait,BB,5,1,NA,2.3,NA,NA,9,0.058,0.184,0.375,0.164,NA,NA,NA
BZJ9380,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,2,4,2,NA,NA,NA,0.115,0.258,0.226,0.266,NA,NA,NA
BUK1612,13,WAY,NA,Paspalum,bonplandianum,Trait,C,2,1,2,17,18.5,NA,NA,0.065,0.081,0.056,0.069,NA,NA,NA
CDX0578,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,1,2,5,NA,NA,NA,0.071,0.249,0.248,0.248,NA,NA,NA
AJV4907,13,WAY,NA,Paspalum,bonplandianum,Trait,C,2,1,4,17,18.5,NA,NA,0.069,0.077,0.114,0.093,NA,NA,NA
CAH6432,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,2,4,18,NA,NA,NA,0.131,0.437,0.466,0.444,NA,NA,NA
CBJ7311,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,1,2,9.5,9.8,NA,NA,0.031,0.134,0.198,0.132,NA,NA,NA
CGM1306,13,WAY,NA,Halenia,umbellata,Trait,C,3,2,1,5.3,NA,1,NA,0.02,0.14,0.156,0.156,NA,NA,NA
CGQ2823,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,1,1,9.5,9.8,NA,NA,0.032,0.13,0.109,0.144,NA,NA,NA
AOC2233,13,WAY,NA,Lachemilla,orbiculata,Trait,C,4,1,3,9,NA,NA,NA,0.088,0.184,0.167,0.455,NA,NA,NA
CDJ7438,12,QUE,NA,Calamagrostis,beauty,Trait,BB,4,2,NA,22.5,NA,5,NA,0.079,0.131,0.121,0.114,NA,NA,NA
AIX0192,12,QUE,NA,Oxalis,ore,Trait,BB,1,1,2,4,NA,NA,NA,0.022,0.167,0.119,0.059,NA,NA,NA
AKO4652,12,QUE,NA,Carex,pigmeo,Trait,BB,4,3,NA,4.5,NA,3,NA,0.06,0.191,0.171,0.182,NA,NA,NA
AKN7109,12,QUE,NA,Carex,pigmeo,Trait,BB,4,2,NA,2.3,NA,3,NA,0.043,0.186,0.186,0.195,NA,NA,NA
AXE8216,12,QUE,NA,Luzula,racemosa,Trait,BB,3,2,NA,6.7,NA,NA,NA,0.051,0.234,0.237,0.181,NA,NA,NA
BXI0062,12,QUE,NA,Luzula,racemosa,Trait,BB,2,2,NA,4.4,NA,NA,NA,0.038,0.214,0.219,0.202,NA,NA,NA
BWG3149,12,QUE,NA,Calamagrostis,nigida,Trait,BB,2,2,NA,17,NA,1,NA,0.027,0.254,0.256,0.258,Rolled leaf multiple leaf area,NA,NA
BUU3133,12,QUE,NA,Luzula,racem,Trait,BB,1,1,NA,10.1,NA,5,NA,0.066,0.218,0.209,0.207,NA,NA,NA
BWK7308,12,QUE,NA,Calamagrostis,rigida,Trait,BB,2,3,NA,24,NA,1,NA,0.05,0.351,0.357,0.38,NA,NA,NA
BWR8413,12,QUE,NA,Calamagrostis,rigida,Trait,BB,4,1,NA,22,NA,1,NA,0.032,0.277,0.288,0.288,NA,NA,NA
CDB6537,12,QUE,NA,Calamagrostis,beauty,Trait,BB,4,3,NA,22,NA,5,NA,0.085,0.26,0.242,0.224,NA,NA,NA
BXQ0542,12,QUE,NA,Luzula,racemosa,Trait,BB,2,4,NA,6.7,NA,1,NA,0.025,0.119,0.131,0.092,NA,NA,NA
BCQ2816,12,QUE,NA,Vaccinium,floribundum,Trait,BB,1,1,NA,1.8,NA,5,NA,0.079,0.366,0.336,0.273,NA,NA,NA
BYA3359,13,WAY,NA,Helenia,umbellata,Trait,C,2,2,3,15,NA,NA,NA,0.023,0.178,0.188,0.172,NA,NA,NA
BYZ3594,13,WAY,NA,Helenia,umbellata,Trait,C,2,2,2,15,NA,NA,NA,0.026,0.165,0.191,0.192,NA,NA,NA
CAV0380,13,WAY,NA,Helenia,umbellata,Trait,C,2,1,2,7,NA,NA,NA,0.04,0.226,0.219,0.208,NA,NA,NA
BXZ2875,13,WAY,NA,Helenia,umbellata,Trait,C,2,2,1,15,NA,NA,NA,0.028,0.177,0.19,0.189,NA,NA,NA
BZA2704,13,WAY,NA,Helenia,umbellata,Trait,C,2,1,4,7,NA,NA,NA,0.048,0.204,0.204,0.229,NA,NA,NA
CAY6622,13,WAY,NA,Helenia,umbellata,Trait,C,2,1,3,7,NA,NA,NA,0.053,0.2,0.199,0.24,NA,NA,NA
BYL4944,13,WAY,NA,Gaultheria,glomerata,Trait,C,1,1,1,20.7,NA,NA,NA,0.102,0.465,0.452,0.4461,NA,NA,NA
CFJ2489,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,5,2,2,48.2,51.1,NA,NA,0.07,0.13,0.141,0.181,NA,NA,NA
CAU3244,13,WAY,NA,Helenia,umbellata,Trait,C,2,1,1,7,NA,NA,NA,0.049,0.186,0.19,0.197,NA,NA,NA
BYJ7104,13,WAY,NA,Helenia,umbellata,Trait,C,2,4,2,15,NA,NA,NA,0.062,0.174,0.166,0.188,NA,NA,NA
BYK7047,13,WAY,NA,Helenia,umbellata,Trait,C,2,4,3,15,NA,NA,NA,0.057,0.192,0.205,0.197,NA,NA,NA
BYN1146,13,WAY,NA,Helenia,umbellata,Trait,C,2,4,4,15,NA,NA,NA,0.05,0.203,0.183,0.189,NA,NA,NA
CCT1928,13,WAY,NA,Gaultheria,glomerata,Trait,C,1,1,5,20.7,NA,NA,NA,0.135,0.465,0.457,0.454,NA,NA,NA
CCX3225,13,WAY,NA,Gaultheria,glomerata,Trait,C,1,1,4,20.7,NA,NA,NA,0.148,0.466,0.472,0.455,NA,NA,NA
CHA4858,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,5,2,1,48.2,51.1,NA,NA,0.199,0.219,0.192,0.194,NA,NA,NA
CJS1572,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,1,1,1,50,NA,NA,NA,0.284,0.22,0.199,0.196,NA,NA,NA
CJG5975,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,2,1,7,NA,1,NA,0.017,0.314,0.356,0.344,NA,NA,NA
CJO4442,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,2,2,7,NA,1,NA,0.018,0.26,0.328,0.315,NA,NA,NA
CJK2263,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,2,3,7,NA,1,NA,0.023,0.349,0.384,0.394,NA,NA,NA
CJC2516,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,2,4,7,NA,1,NA,0.021,0.303,0.295,0.324,NA,NA,NA
CFV4255,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,5,2,5,48.2,51.1,NA,NA,0.281,0.224,0.202,0.171,NA,NA,NA
CCE3930,13,WAY,NA,Helenia,umbellata,Trait,C,4,1,5,4,NA,NA,NA,0.028,0.187,0.199,0.186,NA,NA,NA
CBQ3609,13,WAY,NA,Helenia,umbellata,Trait,C,5,3,5,12,NA,NA,NA,0.038,0.191,0.178,0.184,NA,NA,NA
CLD8557,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,5,3,4,37.4,48.5,NA,NA,0.189,0.144,0.176,0.201,NA,NA,NA
CBZ1867,13,WAY,NA,Gaultheria,glomerata,Trait,C,1,2,4,19,NA,NA,NA,0.195,0.495,0.523,0.505,NA,NA,NA
CBY1745,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,1,2,4,57.2,62,1,NA,0.348,0.155,0.164,0.154,NA,NA,NA
BYR4663,13,WAY,NA,Paspalum,bonplandianum,Trait,C,1,1,2,12,6.8,1,NA,0.072,0.095,0.09,0.092,NA,NA,NA
CKK5734,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,1,2,1,57.2,62,1,NA,0.388,0.172,0.151,0.14,NA,NA,NA
BYG7871,13,WAY,NA,Helenia,umbellata,Trait,C,2,3,4,8,NA,NA,NA,0.029,0.211,0.212,0.198,NA,NA,NA
CCL3743,13,WAY,NA,Gaultheria,glomerata,Trait,C,1,2,2,19,NA,NA,NA,0.092,0.418,0.443,0.448,NA,NA,NA
CHV5788,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,3,4,15.5,NA,5,NA,0.102,0.313,0.356,0.382,NA,NA,NA
AND4626,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,4,1,2,24.3,31.2,NA,NA,0.228,0.13,0.151,0.144,NA,NA,NA
CHR0371,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,3,3,15.5,NA,5,NA,0.102,0.322,0.323,0.334,NA,NA,NA
CJD9340,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,2,1,4,39.2,61.3,1,NA,0.143,0.086,0.104,0.116,NA,NA,NA
CHE2338,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,1,5,16.1,NA,5,NA,0.078,0.478,0.4,0.398,NA,NA,NA
CKW3355,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,5,3,1,37.3,48.5,NA,NA,0.248,0.194,0.196,0.187,NA,NA,NA
CCD3127,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,1,1,16.1,NA,5,NA,0.089,0.345,0.367,0.447,NA,NA,NA
COI1685,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,1,3,11,NA,NA,NA,0.053,0.126,0.11,0.094,NA,NA,NA
CMR2436,13,WAY,NA,Vaccinium,floribundum,Trait,C,1,1,1,14,NA,5,NA,0.051,0.444,0.4,0.387,NA,NA,NA
