site,treatment,plot_id,functional_group,family,taxon,name_2020,notes
PIL,C,2,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,C,2,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,C,2,Gramminoid,Cyperaceae,Carex sp2,Carex bonplandii,NA
PIL,C,2,Gramminoid,Poaceae,Bromus lanatus,Agrostis foliata,NA
PIL,C,3,Woody,Asteraceae,Baccharis genistelloides,Baccharis genistelloides,NA
PIL,C,3,Woody,Asteraceae,Baccharis sp,Baccharis tricuneata,NA
PIL,C,3,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,C,3,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
PIL,C,3,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
PIL,C,3,Forb,Asteraceae,Hieracium sp,Hieracium cf. mandonii,NA
PIL,C,3,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,C,3,Woody,Polygonaceae,Muehlenbeckia volcanica,Muehlenbeckia volcanica,NA
PIL,C,3,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
PIL,C,3,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,C,3,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,C,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,C,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,C,3,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,C,3,Gramminoid,Cyperaceae,Carex sp2,Carex bonplandii,NA
PIL,C,4,Forb,Asteraceae,Asteraceae sp,Perezia pungens,NA
PIL,C,4,Forb,Apiaceae,Azorella biloba,Azorella biloba,NA
PIL,C,4,Forb,Asteraceae,Bidens andicola,Bidens triplinervia,NA
PIL,C,4,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum huacsaro,NA
PIL,C,4,Fern,Dryopteridaceae,Elaphoglossum sp1,Elaphoglossum engelii,NA
PIL,C,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus cheilanthoides,NA
PIL,C,4,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
PIL,C,4,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,C,4,Forb,Orchidaceae,Gomphichis sp,Gomphichis valida,NA
PIL,C,4,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
PIL,C,4,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,C,4,Moss,Polytrichaceae,Polytrichum sp,Polytrichum sp1,NA
PIL,C,4,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
PIL,C,4,Forb,Violaceae,Viola pygmaea,Viola pygmaea,NA
PIL,C,4,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
PIL,C,4,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,C,4,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,C,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,C,4,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,C,4,Gramminoid,Poaceae,Calamagrostis splong,Calamagrostis tarmensis,NA
PIL,C,4,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
PIL,C,4,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
PIL,C,4,Gramminoid,Cyperaceae,Carex sp2,Carex bonplandii,NA
PIL,C,5,Forb,Rosaceae,Alchemilla sp,Lachemilla cf vulcanica,NA
PIL,C,5,Fern,Dryopteridaceae,Elaphoglossum huacsaro,Elaphoglossum huacsaro,NA
PIL,C,5,Forb,Asteraceae,Gamochaeta americana,Gamochaeta coarctata,NA
PIL,C,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
PIL,C,5,Forb,Asteraceae,Hieracium sp,Hieracium cf. mandonii,NA
PIL,C,5,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,C,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula racemosa,NA
PIL,C,5,Fern,Lycopodiaceae,Lycopodium sp,Lycopodium clavatum,NA
PIL,C,5,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,C,5,Gramminoid,Poaceae,Bromus spgreen,Festuca procera,NA
PIL,C,5,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,C,5,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
PIL,C,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,C,5,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,C,5,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,C,5,Gramminoid,Poaceae,Calamagrostis splong,Calamagrostis tarmensis,NA
PIL,C,5,Gramminoid,Cyperaceae,Carex sp2,Carex bonplandii,NA
PIL,BB,1,Moss,NA,Branchy moss,moss unknown,NA
PIL,BB,1,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
PIL,BB,1,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,BB,1,Forb,Asteraceae,Hieracium sp,Hieracium cf. mandonii,NA
PIL,BB,1,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,BB,1,Fern,Lycopodiaceae,Lycopodium sp,Lycopodium clavatum,NA
PIL,BB,1,Woody,Polygonaceae,Muehlenbeckia volcanica,Muehlenbeckia volcanica,NA
PIL,BB,1,Woody,Melastomataceae,Miconia rotundifolia,Miconia rotundifolia,NA
PIL,BB,1,Forb,Rubiaceae,Nertera granadensis,Nertera granadensis,NA
PIL,BB,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,BB,1,Forb,NA,indet,indet,NA
PIL,BB,1,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
PIL,BB,1,Gramminoid,Poaceae,Agrostis sp1,Agrostis breviculmis,NA
PIL,BB,1,Gramminoid,Poaceae,Bromus sp,Festuca dolichophylla,NA
PIL,BB,1,Gramminoid,Poaceae,Bromus spblue,Festuca procera,NA
PIL,BB,1,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,BB,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,BB,1,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,BB,1,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,BB,1,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,BB,2,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus cheilanthoides,NA
PIL,BB,2,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,BB,2,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,BB,2,Fern,Lycopodiaceae,Lycopodium sp,Lycopodium clavatum,NA
PIL,BB,2,Forb,Rubiaceae,Nertera granadensis,Nertera granadensis,NA
PIL,BB,2,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,BB,2,Gramminoid,Poaceae,Bromus sp,Festuca procera,NA
PIL,BB,2,Gramminoid,Cyperaceae,Carex sp,Carex bonplandii,NA
PIL,BB,2,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,BB,2,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,BB,2,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,BB,2,Gramminoid,Cyperaceae,Scirpus sp,Oreobolus goeppingeri,NA
PIL,BB,3,Forb,Rosaceae,Alchemilla vulcanica,Lachemilla cf vulcanica,NA
PIL,BB,3,Woody,Asteraceae,Baccharis tricuneata,Baccharis tricuneata,NA
PIL,BB,3,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus cheilanthoides,NA
PIL,BB,3,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,BB,3,Forb,Rubiaceae,Nertera granadensis,Nertera granadensis,NA
PIL,BB,3,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
PIL,BB,3,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,BB,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,BB,3,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,BB,3,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,BB,3,Gramminoid,Poaceae,Calamagrostis splong,Calamagrostis tarmensis,NA
PIL,BB,3,Gramminoid,Poaceae,Bromus sp,Festuca procera,NA
WAY,B,1,Fern,Pteridaceae,Jamesonia scalaris,Jamesonia blepharum,NA
ACJ,B,1,Gramminoid,Cyperaceae,Rhynchospora aristata,Rhynchospora macrochaeta,Modified by Lucely
ACJ,B,1,Woody,Asteraceae,Baccharis genistelloides,Baccharis genistelloides,NA
ACJ,B,2,Fern,Polypodiaceae,Melpomene moniliformis,Melpomene moniliformis,NA
ACJ,B,2,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
ACJ,B,3,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
ACJ,B,3,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
ACJ,B,3,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
ACJ,B,3,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus cheilanthoides,NA
ACJ,B,4,Gramminoid,Poaceae,Agrostis spnorwegian,Agrostis mertensii,NA
ACJ,B,4,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
ACJ,B,5,Fern,Dryopteridaceae,Elaphoglossum sp,Elaphoglossum huacsaro,NA
ACJ,B,5,Gramminoid,Cyperaceae,Rhynchospora aristata,Rhynchospora macrochaeta,NA
ACJ,B,5,Fern,Dryopteridaceae,Elaphoglossum spnarrow,Elaphoglossum huacsaro,NA
ACJ,B,5,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
ACJ,B,5,Woody,Ericaceae,NA NA,Pernettya prostrata,NA
ACJ,C,1,Fern,Pteridaceae,Elaphoglossum amphioxys,Elaphoglossum amphioxys,NA
ACJ,C,1,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
ACJ,C,2,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,C,2,Forb,Orchidaceae,Orchidaceae sp,Cyrtochilum mystacinum,NA
ACJ,C,2,Fern,Pteridaceae,Elaphoglossum amphioxys,Elaphoglossum amphioxys,NA
ACJ,C,2,Fern,Dryopteridaceae,Elaphoglossum spnarrow,Elaphoglossum huacsaro,NA
ACJ,C,3,Fern,Dryopteridaceae,Elaphoglossum spnarrow,Elaphoglossum huacsaro,NA
ACJ,C,3,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
ACJ,C,4,Forb,Rosaceae,Alchemilla sp,Lachemilla orbiculata,NA
ACJ,C,4,Fern,Dryopteridaceae,Elaphoglossum sp,Elaphoglossum huacsaro,NA
ACJ,C,4,Fern,Dryopteridaceae,Elaphoglossum spnarrow,Elaphoglossum huacsaro,NA
ACJ,C,4,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
ACJ,C,5,Woody,Ericaceae,NA NA,Pernettya prostrata,NA
ACJ,C,5,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
ACJ,C,5,Gramminoid,Cyperaceae,Rhynchospora aristata,Rhynchospora macrochaeta,NA
ACJ,C,5,Woody,Asteraceae,Baccharis sp,Baccharis genistelloides,NA
ACJ,C,5,Fern,Dryopteridaceae,Elaphoglossum sp,Elaphoglossum huacsaro,NA
QUE,B,1,Gramminoid,Poaceae,Phippsia sp,Agrostis breviculmis,NA
QUE,B,1,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
QUE,B,1,Forb,Asteraceae,Gamochaeta americana,Gamochaeta coarctata,NA
QUE,B,1,Forb,Asteraceae,Unknown hairy leaf,Aphanactis villosa,NA
QUE,B,1,Forb,Asteraceae,Gnaphalium dombeyanum,Antennaria linearifolia,NA
QUE,B,1,Forb,Asteraceae,Senecio sp,Hieracium cf. mandonii,NA
QUE,B,2,Gramminoid,Poaceae,Bromus spblue,Festuca sp4,NA
QUE,B,2,Forb,Asteraceae,Gnaphalium dombeyanum,Antennaria linearifolia,NA
QUE,B,2,Gramminoid,Poaceae,Phippsia sp,Agrostis mertensii,NA
QUE,B,2,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
QUE,B,2,Forb,Asteraceae,Unknown hairy leaf,Aphanactis villosa,NA
QUE,B,3,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,"before Agrostis breviculmis, changed by lucely"
QUE,B,3,Forb,Asteraceae,Asteraceae sphairyleaf,Aphanactis villosa,NA
QUE,B,3,Forb,Asteraceae,Gnaphalium dombeyanum,Antennaria linearifolia,NA
QUE,B,3,Forb,Campanulaceae,Hypsela sp,Lysipomia glandulifera,NA
QUE,B,3,Forb,Campanulaceae,Hysophila sp,Lysipomia glandulifera,NA
QUE,B,3,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
QUE,B,3,Gramminoid,Poaceae,Phippsia sp,Agrostis mertensii,NA
QUE,B,3,Gramminoid,Poaceae,Poa pratensis,Agrostis foliata,NA
QUE,B,3,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
QUE,B,3,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris taraxacoides,NA
QUE,B,3,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium hieracioides,NA
QUE,B,4,Gramminoid,Poaceae,Poa sp,Poa spicigera,NA
QUE,B,4,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
QUE,B,4,Forb,Asteraceae,Gnaphalium dombeyanum,Antennaria linearifolia,NA
QUE,B,4,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium hieracioides,NA
QUE,B,4,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris taraxacoides,NA
QUE,B,4,Forb,Asteraceae,Unknown hairy leaf,Aphanactis villosa,NA
QUE,B,4,Forb,Asteraceae,Asteraceae sphairyleaf,Aphanactis villosa,NA
QUE,B,5,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
QUE,B,5,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
QUE,B,5,Forb,Asteraceae,Asteraceae sp,Gamochaeta coarctata,NA
QUE,B,5,Forb,Asteraceae,Gnaphalium dombeyanum,Antennaria linearifolia,NA
QUE,B,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
TRE,C,1,Woody,Ericaceae,NA NA,Pernettya prostrata,NA
TRE,C,1,Forb,Violaceae,Lysipomia sp,Viola pygmaea,NA
TRE,C,1,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
TRE,C,2,Forb,Asteraceae,Oreithales integrifolia,Oreithales integrifolia,NA
TRE,C,2,Forb,Rosaceae,Alchemilla sp,Lachemilla orbiculata,NA
TRE,C,2,Forb,Violaceae,Lysipomia sp,Viola pygmaea,NA
TRE,C,2,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
TRE,C,2,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
TRE,C,2,Gramminoid,Poaceae,Calamagrostis sp3,Calamagrostis cf. amoena,NA
TRE,C,3,Forb,Asteraceae,Oreithales integrifolia,Oreithales integrifolia,NA
TRE,C,3,Gramminoid,Poaceae,Neurolepsis sp,Chusquea intipaqariy,NA
TRE,C,4,Forb,Asteraceae,Perezia pungens,Perezia pungens,NA
TRE,C,5,Gramminoid,Cyperaceae,Juncus sp,Trichophorum rigidum,NA
TRE,C,5,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
WAY,B,1,Forb,Orchidaceae,Orchidaceae sp,Cyrtochilum mystacinum,NA
WAY,B,1,Gramminoid,Cyperaceae,Rhynchospora aristata,Rhynchospora aristata,NA
WAY,B,1,Gramminoid,Poaceae,Calamagrostis sp4,Danthonia secundiflora,NA
WAY,B,2,Forb,Asteraceae,Stevia sp,Stevia pennellii,NA
WAY,B,2,Forb,Asteraceae,Gnaphalium dombeyanum,Gnaphalium dombeyanum,NA
WAY,B,2,Fern,Dryopteridaceae,Elaphoglossum sp,Elaphoglossum huacsaro,NA
WAY,B,3,Forb,Rosaceae,Alchemilla sp,Lachemilla orbiculata,NA
WAY,B,3,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora aristata,NA
WAY,B,3,Forb,Asteraceae,Stevia cuzcoensis,Stevia pennellii,NA
WAY,B,4,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis rigida,"before Calamagrostis tarmensis, changed by Lucely"
WAY,B,4,Forb,Asteraceae,Gnaphalium dombeyanum,Gnaphalium dombeyanum,NA
WAY,B,4,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
WAY,B,4,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora aristata,NA
WAY,B,4,Forb,Asteraceae,Stevia sp,Stevia pennellii,NA
WAY,B,5,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
WAY,B,5,Fern,Lycopodiaceae,Lycopodiella cernua,Lycopodium thyoides,NA
WAY,B,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
WAY,B,5,Forb,Orchidaceae,Pterichis silvestris,Pterichis sp1,NA
WAY,B,5,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora aristata,NA
WAY,C,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
WAY,C,1,Forb,Asteraceae,Stevia sp,Stevia pennellii,NA
WAY,C,2,Forb,Orchidaceae,Orchidaceae sp,Gomphichis valida,NA
WAY,C,2,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
WAY,C,2,Gramminoid,Poaceae,Agrostis 2,Agrostis mertensii,NA
WAY,C,2,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
WAY,C,3,Forb,Asteraceae,Stevia sp,Stevia pennellii,NA
WAY,C,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
WAY,C,4,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
WAY,C,4,Forb,Asteraceae,Gnaphalium dombeyanum,Gnaphalium dombeyanum,NA
WAY,C,4,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
WAY,C,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora aristata,NA
WAY,C,4,Forb,Asteraceae,Stevia sp,Stevia pennellii,NA
WAY,C,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
WAY,C,5,Forb,Asteraceae,Stevia cuzcoensis,Stevia pennellii,NA
PIL,B,1,Gramminoid,Cyperaceae,Scripus sp,Oreobolus goeppingeri,NA
PIL,B,2,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
PIL,B,2,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
PIL,B,2,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,B,2,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,B,2,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
PIL,B,3,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
PIL,B,3,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,B,4,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
PIL,B,4,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris taraxacoides,NA
PIL,B,4,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
PIL,B,4,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,B,5,Gramminoid,Poaceae,Bromus spblue,Festuca procera,"before was Festuca dolichophylla, modified by lucely"
PIL,B,5,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,BB,2,Fern,Pteridaceae,Jamesonia sp,Jamesonia blepharum,NA
PIL,BB,1,Woody,Ericaceae,Pernettya prostrata,Vaccinium floribundum,changed by Lucely
PIL,BB,2,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,BB,2,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,BB,3,Forb,Rosaceae,Alchemilla sp,Lachemilla cf vulcanica,NA
PIL,BB,3,Woody,Asteraceae,Baccharis sp,Baccharis tricuneata,NA
PIL,BB,3,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,C,1,Fern,Dryopteridaceae,Elaphoglossum sp,Elaphoglossum engelii,NA
PIL,C,1,Gramminoid,Poaceae,Bromus spblue,Festuca procera,"before Festuca dolichophylla, modified by Lucely"
PIL,C,1,Woody,Asteraceae,Baccharis sp,Baccharis tricuneata,NA
PIL,C,1,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,C,1,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,C,2,Fern,Dryopteridaceae,Elaphoglossum sp,Elaphoglossum engelii,NA
PIL,C,2,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
PIL,C,2,Gramminoid,Poaceae,New grass sp,Bromus lanatus,"before Poaceae sp3, Changed by lucely"
PIL,C,3,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
PIL,C,3,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
PIL,C,4,Fern,Dryopteridaceae,Elaphoglossum sp,Elaphoglossum huacsaro,NA
PIL,C,4,Gramminoid,Juncaceae,Luzula racemosa,Luzula racemosa,NA
PIL,C,4,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
PIL,C,5,Fern,Dryopteridaceae,Elaphoglossum sp,Elaphoglossum huacsaro,NA
PIL,C,5,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,C,5,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
PIL,C,5,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
TRE,C,2,Woody,Ericaceae,Vaccinium sp,Vaccinium floribundum,NA
PIL,C,3,Gramminoid,Cyperaceae,Rhynchospora sp,Rhynchospora macrochaeta,NA
PIL,B,5,Forb,Rosaceae,Alchemilla sp,Lachemilla cf vulcanica,NA
PIL,B,5,Gramminoid,Cyperaceae,Scripus sp,Oreobolus goeppingeri,NA
ACJ,B,5,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
PIL,C,5,Gramminoid,Juncaceae,Luzula spnarrow,Luzula racemosa,NA
PIL,NA,2,Fern,Pteridaceae,Jamesonia sp,Jamesonia blepharum,NA
QUE,B,1,Gramminoid,Poaceae,Agrostis sp1,Agrostis trichodes,added by lucely
